SampleID	Year_Plot	SampleName	SampleNo	SampleType	LibraryType	Year	TubeName	Seedlot	OriginalNo	RepNo	VarietyFullName	Variety	Plot.x	Location	PreCrop	PreCrop_clean	SoilType	Plot.y	M_52	M_52_method2	X52_method1	M_class1	M_class2	S_48	S_48_method2	S_48_method1	V_50	V_50_method2	V_50_method1
HeelEye2019.43.34.E.16S_000000000.JK6WL	2020_B_43	HeelEye2019-43-34-E-16S	679	Eye	16S	2019-2020	43-34-E	43	43	34	Colomba	B	B_43	HIJUM	Zomertarwe	Wheat	Clay	B_43	1366.025394	-0.405852133	1.379697899	Low	Middle	1227.24021	-0.764885288	1.148665253	768.8969008	-0.296338252	0.990524923
HeelEye2019.44.12.E.16S_000000000.JMLM7	2020_B_44	HeelEye2019-44-12-E-16S	357	Eye	16S	2019-2020	44-12-E	44	44	12	Colomba	B	B_44	FERWERT	Tarwe	Wheat	Clay	B_44	1454.398688	0.241089978	1.669725068	Middle	Middle	1394.5535	0.95628619	1.917732532	752.5668375	-0.494991838	0.768188452
HeelEye2019.44.34.E.16S_000000000.JMLM7	2020_B_44	HeelEye2019-44-34-E-16S	340	Eye	16S	2019-2020	44-34-E	44	44	34	Colomba	B	B_44	FERWERT	Tarwe	Wheat	Clay	B_44	1454.398688	0.241089978	1.669725068	Middle	Middle	1394.5535	0.95628619	1.917732532	752.5668375	-0.494991838	0.768188452
HeelEye2019.45.12.E.16S_000000000.JLB35	2020_B_45	HeelEye2019-45-12-E-16S	517	Eye	16S	2019-2020	45-12-E	45	45	12	Colomba	B	B_45	HIJUM	NA	Unknown	Clay	B_45	1391.347436	-0.220480575	1.462800834	Middle	Middle	1271.403612	-0.310571178	1.351665431	864.7469926	0.869668519	2.295539528
HeelEye2019.45.34.E.16S_000000000.JH6L7	2020_B_45	HeelEye2019-45-34-E-16S	79	Eye	16S	2019-2020	45-34-E	45	45	34	Colomba	B	B_45	HIJUM	NA	Unknown	Clay	B_45	1391.347436	-0.220480575	1.462800834	Middle	Middle	1271.403612	-0.310571178	1.351665431	864.7469926	0.869668519	2.295539528
HeelEye2019.46.12.E.16S_000000000.JMLN7	2020_B_46	HeelEye2019-46-12-E-16S	574	Eye	16S	2019-2020	46-12-E	46	46	12	Colomba	B	B_46	HIJUM	NA	Unknown	Clay	B_46	1459.383916	0.277584644	1.686085796	Middle	Middle	1367.662237	0.679652608	1.794124955	874.1865	0.984499182	2.424059958
HeelEye2019.46.34.E.16S_000000000.JH6L7	2020_B_46	HeelEye2019-46-34-E-16S	61	Eye	16S	2019-2020	46-34-E	46	46	34	Colomba	B	B_46	HIJUM	NA	Unknown	Clay	B_46	1459.383916	0.277584644	1.686085796	Middle	Middle	1367.662237	0.679652608	1.794124955	874.1865	0.984499182	2.424059958
HeelEye2019.47.34.E.16S_000000000.JMMDW	2020_B_47	HeelEye2019-47-34-E-16S	439	Eye	16S	2019-2020	47-34-E	47	47	34	Colomba	B	B_47	OUDE BILDTZIJL	NA	Unknown	Clay	B_47	1448.885186	0.200728048	1.651630626	Middle	Middle	1187.097658	-1.17783644	0.964147195	849.337076	0.682208426	2.085731004
HeelEye2019.47.12.E.16S_000000000.JMHTR	2020_B_47	HeelEye2019-47-12-E-16S	626	Eye	16S	2019-2020	47-12-E	47	47	12	Colomba	B	B_47	OUDE BILDTZIJL	NA	Unknown	Clay	B_47	1448.885186	0.200728048	1.651630626	Middle	Middle	1187.097658	-1.17783644	0.964147195	849.337076	0.682208426	2.085731004
HeelEye2019.48.12.E.16S_000000000.JMMDW	2020_B_48	HeelEye2019-48-12-E-16S	471	Eye	16S	2019-2020	48-12-E	48	48	12	Colomba	B	B_48	PINGJUM	Suikerbieten	Sugar beet	Clay	B_48	1474.26676	0.386535412	1.734928934	Middle	Middle	1321.321296	0.202937903	1.581115568	793.1709731	-0.001046593	1.32102037
HeelEye2019.48.34.E.16S_000000000.JKRF4	2020_B_48	HeelEye2019-48-34-E-16S	162	Eye	16S	2019-2020	48-34-E	48	48	34	Colomba	B	B_48	PINGJUM	Suikerbieten	Sugar beet	Clay	B_48	1474.26676	0.386535412	1.734928934	Middle	Middle	1321.321296	0.202937903	1.581115568	793.1709731	-0.001046593	1.32102037
HeelEye2019.49.12.E.16S_000000000.JFHYF	2020_B_49	HeelEye2019-49-12-E-16S	5	Eye	16S	2019-2020	49-12-E	49	49	12	Colomba	B	B_49	SEXBIERUM	NA	Unknown	Clay	B_49	1517.823642	0.705396228	1.877875727	High	Middle	1333.134929	0.324466128	1.635417759	743.8615472	-0.600890822	0.649664509
HeelEye2019.49.34.E.16S_000000000.JMM89	2020_B_49	HeelEye2019-49-34-E-16S	206	Eye	16S	2019-2020	49-34-E	49	49	34	Colomba	B	B_49	SEXBIERUM	NA	Unknown	Clay	B_49	1517.823642	0.705396228	1.877875727	High	Middle	1333.134929	0.324466128	1.635417759	743.8615472	-0.600890822	0.649664509
HeelEye2019.50.12.E.16S_000000000.JMM89	2020_B_50	HeelEye2019-50-12-E-16S	213	Eye	16S	2019-2020	50-12-E	50	50	12	Colomba	B	B_50	MENALDUM	NA	Unknown	Clay	B_50	1408.387538	-0.095737466	1.518723752	Middle	Middle	1210.661493	-0.935432503	1.072460015	752.6102041	-0.494464287	0.768778896
HeelEye2019.50.34.E.16S_000000000.JKP3P	2020_B_50	HeelEye2019-50-34-E-16S	126	Eye	16S	2019-2020	50-34-E	50	50	34	Colomba	B	B_50	MENALDUM	NA	Unknown	Clay	B_50	1408.387538	-0.095737466	1.518723752	Middle	Middle	1210.661493	-0.935432503	1.072460015	752.6102041	-0.494464287	0.768778896
HeelEye2019.51.34.E.16S_000000000.JMMDW	2020_B_51	HeelEye2019-51-34-E-16S	442	Eye	16S	2019-2020	51-34-E	51	51	34	Colomba	B	B_51	CREIL	NA	Unknown	Clay	B_51	1167.827973	-1.856768474	0.729245331	Low	Low	1109.45623	-1.976542939	0.607262921	576.9425067	-2.631444241	-1.622965404
HeelEye2019.51.12.E.16S_000000000.JLHG5	2020_B_51	HeelEye2019-51-12-E-16S	301	Eye	16S	2019-2020	51-12-E	51	51	12	Colomba	B	B_51	CREIL	NA	Unknown	Clay	B_51	1167.827973	-1.856768474	0.729245331	Low	Low	1109.45623	-1.976542939	0.607262921	576.9425067	-2.631444241	-1.622965404
HeelEye2019.52.12.E.16S_000000000.JKRF4	2020_B_52	HeelEye2019-52-12-E-16S	187	Eye	16S	2019-2020	52-12-E	52	52	12	Colomba	B	B_52	RUTTEN	Lelies	Lily	Clay	B_52	1107.924653	-2.295294391	0.532652115	Low	Low	1244.018729	-0.592282697	1.225788891	701.7782434	-1.112830001	0.076693476
HeelEye2019.52.34.E.16S_000000000.JMLN7	2020_B_52	HeelEye2019-52-34-E-16S	554	Eye	16S	2019-2020	52-34-E	52	52	34	Colomba	B	B_52	RUTTEN	Lelies	Lily	Clay	B_52	1107.924653	-2.295294391	0.532652115	Low	Low	1244.018729	-0.592282697	1.225788891	701.7782434	-1.112830001	0.076693476
HeelEye2019.53.12.E.16S_000000000.JLBCC	2020_B_53	HeelEye2019-53-12-E-16S	584	Eye	16S	2019-2020	53-12-E	53	53	12	Colomba	B	B_53	LUTTELGEEST	Tulpen	Tulip	Clay	B_53	1477.237609	0.408283695	1.744678791	Middle	Middle	1271.350891	-0.311113533	1.351423092	785.1164593	-0.099028947	1.211356853
HeelEye2019.53.34.E.16S_000000000.JFHYF	2020_B_53	HeelEye2019-53-34-E-16S	29	Eye	16S	2019-2020	53-34-E	53	53	34	Colomba	B	B_53	LUTTELGEEST	Tulpen	Tulip	Clay	B_53	1477.237609	0.408283695	1.744678791	Middle	Middle	1271.350891	-0.311113533	1.351423092	785.1164593	-0.099028947	1.211356853
HeelEye2019.54.12.E.16S_000000000.JLBCC	2020_B_54	HeelEye2019-54-12-E-16S	589	Eye	16S	2019-2020	54-12-E	54	54	12	Colomba	B	B_54	LUTTELGEEST	Witlof	Chicory	Clay	B_54	1507.103928	0.626921911	1.842695324	High	Middle	1312.098685	0.108063818	1.538723189	793.8586679	0.007319145	1.330383446
HeelEye2019.54.34.E.16S_000000000.JKRF4	2020_B_54	HeelEye2019-54-34-E-16S	172	Eye	16S	2019-2020	54-34-E	54	54	34	Colomba	B	B_54	LUTTELGEEST	Witlof	Chicory	Clay	B_54	1507.103928	0.626921911	1.842695324	High	Middle	1312.098685	0.108063818	1.538723189	793.8586679	0.007319145	1.330383446
HeelEye2019.55.12.E.16S_000000000.JLBCC	2020_B_55	HeelEye2019-55-12-E-16S	585	Eye	16S	2019-2020	55-12-E	55	55	12	Colomba	B	B_55	WIERINGERWERF	NA	Unknown	Clay	B_55	1217.615402	-1.492296551	0.892639795	Low	Low	1301.3841	-0.002158374	1.489472848	753.6276358	-0.482087333	0.782631394
HeelEye2019.55.34.E.16S_000000000.JMM89	2020_B_55	HeelEye2019-55-34-E-16S	197	Eye	16S	2019-2020	55-34-E	55	55	34	Colomba	B	B_55	WIERINGERWERF	NA	Unknown	Clay	B_55	1217.615402	-1.492296551	0.892639795	Low	Low	1301.3841	-0.002158374	1.489472848	753.6276358	-0.482087333	0.782631394
HeelEye2019.56.12.E.16S_000000000.JMHTR	2020_B_56	HeelEye2019-56-12-E-16S	637	Eye	16S	2019-2020	56-12-E	56	56	12	Colomba	B	B_56	HULST	Wintertarwe	Wheat	Clay	B_56	1381.304292	-0.294002019	1.429840828	Low	Middle	1248.719958	-0.543920603	1.247398419	705.0635451	-1.072864635	0.121423392
HeelEye2019.56.34.E.16S_000000000.JLBMN	2020_B_56	HeelEye2019-56-34-E-16S	404	Eye	16S	2019-2020	56-34-E	56	56	34	Colomba	B	B_56	HULST	Wintertarwe	Wheat	Clay	B_56	1381.304292	-0.294002019	1.429840828	Low	Middle	1248.719958	-0.543920603	1.247398419	705.0635451	-1.072864635	0.121423392
HeelEye2019.57.12.E.16S_000000000.JKP74	2020_B_57	HeelEye2019-57-12-E-16S	281	Eye	16S	2019-2020	57-12-E	57	57	12	Colomba	B	B_57	ZAAMSLAG	Tarwe	Wheat	Clay	B_57	1671.025112	1.826916961	2.380658706	High	High	1447.547722	1.501443985	2.161324194	814.527963	0.258759052	1.611799265
HeelEye2019.57.34.E.16S_000000000.JLBCC	2020_B_57	HeelEye2019-57-34-E-16S	598	Eye	16S	2019-2020	57-34-E	57	57	34	Colomba	B	B_57	ZAAMSLAG	Tarwe	Wheat	Clay	B_57	1671.025112	1.826916961	2.380658706	High	High	1447.547722	1.501443985	2.161324194	814.527963	0.258759052	1.611799265
HeelEye2019.58.12.E.16S_000000000.JMHTR	2020_B_58	HeelEye2019-58-12-E-16S	656	Eye	16S	2019-2020	58-12-E	58	58	12	Colomba	B	B_58	EENUM	NA	Unknown	Clay	B_58	1421.080657	-0.002816708	1.560380561	Middle	Middle	1393.659767	0.94709226	1.913624428	826.0756067	0.399234981	1.769022313
HeelEye2019.58.34.E.16S_000000000.JMLM7	2020_B_58	HeelEye2019-58-34-E-16S	383	Eye	16S	2019-2020	58-34-E	58	58	34	Colomba	B	B_58	EENUM	NA	Unknown	Clay	B_58	1421.080657	-0.002816708	1.560380561	Middle	Middle	1393.659767	0.94709226	1.913624428	826.0756067	0.399234981	1.769022313
HeelEye2019.59.12.E.16S_000000000.JH6L7	2020_B_59	HeelEye2019-59-12-E-16S	63	Eye	16S	2019-2020	59-12-E	59	59	12	Colomba	B	B_59	DE HEEN	Suikerbieten	Sugar beet	Clay	B_59	1571.702434	1.099819225	2.054697397	High	High	1367.620085	0.679218983	1.793931199	839.1457479	0.55823194	1.946974413
HeelEye2019.59.12.E.16S_000000000.JKP3P	2020_B_59	HeelEye2019-59-12-E-16S	141	Eye	16S	2019-2020	59-12-E	59	59	12	Colomba	B	B_59	DE HEEN	Suikerbieten	Sugar beet	Clay	B_59	1571.702434	1.099819225	2.054697397	High	High	1367.620085	0.679218983	1.793931199	839.1457479	0.55823194	1.946974413
HeelEye2019.59.34.E.16S_000000000.JKRF4	2020_B_59	HeelEye2019-59-34-E-16S	161	Eye	16S	2019-2020	59-34-E	59	59	34	Colomba	B	B_59	DE HEEN	Suikerbieten	Sugar beet	Clay	B_59	1571.702434	1.099819225	2.054697397	High	High	1367.620085	0.679218983	1.793931199	839.1457479	0.55823194	1.946974413
HeelEye2019.59.34.E.16S_000000000.JLBMN	2020_B_59	HeelEye2019-59-34-E-16S	405	Eye	16S	2019-2020	59-34-E	59	59	34	Colomba	B	B_59	DE HEEN	Suikerbieten	Sugar beet	Clay	B_59	1571.702434	1.099819225	2.054697397	High	High	1367.620085	0.679218983	1.793931199	839.1457479	0.55823194	1.946974413
HeelEye2019.60.12.E.16S_000000000.JLBMN	2020_B_60	HeelEye2019-60-12-E-16S	386	Eye	16S	2019-2020	60-12-E	60	60	12	Colomba	B	B_60	AALTEN	NA	Unknown	Sand	B_60	1421.170126	-0.002161747	1.560674184	Middle	Middle	1272.464128	-0.299661531	1.356540165	800.5334708	0.088517454	1.421261974
HeelEye2019.60.4.E.16S_000000000.JLHG5	2020_B_60	HeelEye2019-60-4-E-16S	310	Eye	16S	2019-2020	60-4-E	60	60	4	Colomba	B	B_60	AALTEN	NA	Unknown	Sand	B_60	1421.170126	-0.002161747	1.560674184	Middle	Middle	1272.464128	-0.299661531	1.356540165	800.5334708	0.088517454	1.421261974
HeelEye2019.151.12.E.16S_000000000.JMM89	2020_C_151	HeelEye2019-151-12-E-16S	228	Eye	16S	2019-2020	151-12-E	151	151	12	Festien	C	C_151	WESTHOEK	NA	Unknown	Clay	C_151	361.2311034	-1.381666075	-1.917877947	Low	Low	642.7683763	-2.008335034	-1.537900552	577.2291394	-1.438847269	-1.619062853
HeelEye2019.151.34.E.16S_000000000.JMMDW	2020_C_151	HeelEye2019-151-34-E-16S	469	Eye	16S	2019-2020	151-34-E	151	151	34	Festien	C	C_151	WESTHOEK	NA	Unknown	Clay	C_151	361.2311034	-1.381666075	-1.917877947	Low	Low	642.7683763	-2.008335034	-1.537900552	577.2291394	-1.438847269	-1.619062853
HeelEye2019.152.12.E.16S_000000000.JMMDW	2020_C_152	HeelEye2019-152-12-E-16S	450	Eye	16S	2019-2020	152-12-E	152	152	12	Festien	C	C_152	WESTHOEK	NA	Unknown	Clay	C_152	417.2828317	-1.032365919	-1.733925045	Low	Low	750.943856	-0.33438488	-1.040664368	599.8962213	-1.077548836	-1.310446843
HeelEye2019.152.34.E.16S_000000000.JMM89	2020_C_152	HeelEye2019-152-34-E-16S	216	Eye	16S	2019-2020	152-34-E	152	152	34	Festien	C	C_152	WESTHOEK	NA	Unknown	Clay	C_152	417.2828317	-1.032365919	-1.733925045	Low	Low	750.943856	-0.33438488	-1.040664368	599.8962213	-1.077548836	-1.310446843
HeelEye2019.153.12.E.16S_000000000.JH6L7	2020_C_153	HeelEye2019-153-12-E-16S	64	Eye	16S	2019-2020	153-12-E	153	153	12	Festien	C	C_153	USQUERT	NA	Unknown	Clay	C_153	423.6188046	-0.992881743	-1.713131384	Low	Middle	736.724976	-0.554413452	-1.106022448	575.3696625	-1.468486111	-1.644379933
HeelEye2019.153.34.E.16S_000000000.JMM89	2020_C_153	HeelEye2019-153-34-E-16S	221	Eye	16S	2019-2020	153-34-E	153	153	34	Festien	C	C_153	USQUERT	NA	Unknown	Clay	C_153	423.6188046	-0.992881743	-1.713131384	Low	Middle	736.724976	-0.554413452	-1.106022448	575.3696625	-1.468486111	-1.644379933
HeelEye2019.154.12.E.16S_000000000.JMLN7	2020_C_154	HeelEye2019-154-12-E-16S	559	Eye	16S	2019-2020	154-12-E	154	154	12	Festien	C	C_154	MENSINGEWEER	Zomergerst	Barley	Clay	C_154	491.2049027	-0.571702319	-1.491324506	Low	Middle	780.9665349	0.130197927	-0.902663017	615.196726	-0.833668816	-1.102127979
HeelEye2019.154.34.E.16S_000000000.JK6WL	2020_C_154	HeelEye2019-154-34-E-16S	681	Eye	16S	2019-2020	154-34-E	154	154	34	Festien	C	C_154	MENSINGEWEER	Zomergerst	Barley	Clay	C_154	491.2049027	-0.571702319	-1.491324506	Low	Middle	780.9665349	0.130197927	-0.902663017	615.196726	-0.833668816	-1.102127979
HeelEye2019.155.12.E.16S_000000000.JMHR7	2020_C_155	HeelEye2019-155-12-E-16S	676	Eye	16S	2019-2020	155-12-E	155	155	12	Festien	C	C_155	AALTEN	NA	Unknown	Sand	C_155	580.0501522	-0.018041255	-1.199748458	Middle	Middle	684.8469613	-1.357194369	-1.344483383	704.6859545	0.592730846	0.116282435
HeelEye2019.155.34.E.16S_000000000.JMMDW	2020_C_155	HeelEye2019-155-34-E-16S	454	Eye	16S	2019-2020	155-34-E	155	155	34	Festien	C	C_155	AALTEN	NA	Unknown	Sand	C_155	580.0501522	-0.018041255	-1.199748458	Middle	Middle	684.8469613	-1.357194369	-1.344483383	704.6859545	0.592730846	0.116282435
HeelEye2019.156.12.E.16S_000000000.JKRF4	2020_C_156	HeelEye2019-156-12-E-16S	167	Eye	16S	2019-2020	156-12-E	156	156	12	Festien	C	C_156	AALTEN	NA	Unknown	Sand	C_156	637.7427618	0.341484458	-1.010410443	Middle	Middle	800.295445	0.429301127	-0.813816325	735.5420737	1.084557167	0.536393522
HeelEye2019.156.34.E.16S_000000000.JMMDW	2020_C_156	HeelEye2019-156-34-E-16S	437	Eye	16S	2019-2020	156-34-E	156	156	34	Festien	C	C_156	AALTEN	NA	Unknown	Sand	C_156	637.7427618	0.341484458	-1.010410443	Middle	Middle	800.295445	0.429301127	-0.813816325	735.5420737	1.084557167	0.536393522
HeelEye2019.157.12.E.16S_000000000.JH6L7	2020_C_157	HeelEye2019-157-12-E-16S	59	Eye	16S	2019-2020	157-12-E	157	157	12	Festien	C	C_157	AALTEN	NA	Unknown	Sand	C_157	604.1416148	0.132090631	-1.12068409	Middle	Middle	711.0101734	-0.952334477	-1.224222342	722.96522	0.884090361	0.365157612
HeelEye2019.157.34.E.16S_000000000.JMMDW	2020_C_157	HeelEye2019-157-34-E-16S	446	Eye	16S	2019-2020	157-34-E	157	157	34	Festien	C	C_157	AALTEN	NA	Unknown	Sand	C_157	604.1416148	0.132090631	-1.12068409	Middle	Middle	711.0101734	-0.952334477	-1.224222342	722.96522	0.884090361	0.365157612
HeelEye2019.158.12.E.16S_000000000.JFHYF	2020_C_158	HeelEye2019-158-12-E-16S	31	Eye	16S	2019-2020	158-12-E	158	158	12	Festien	C	C_158	WARFFUM	Wintertarwe	Wheat	Clay	C_158	422.1281223	-1.002171297	-1.718023568	Low	Middle	742.6935095	-0.462054005	-1.078587665	683.0837864	0.248406442	-0.1778346
HeelEye2019.158.34.E.16S_000000000.JMMDW	2020_C_158	HeelEye2019-158-34-E-16S	479	Eye	16S	2019-2020	158-34-E	158	158	34	Festien	C	C_158	WARFFUM	Wintertarwe	Wheat	Clay	C_158	422.1281223	-1.002171297	-1.718023568	Low	Middle	742.6935095	-0.462054005	-1.078587665	683.0837864	0.248406442	-0.1778346
HeelEye2019.159.12.E.16S_000000000.JLB35	2020_C_159	HeelEye2019-159-12-E-16S	523	Eye	16S	2019-2020	159-12-E	159	159	12	Festien	C	C_159	BOYL	NA	Unknown	Sand	C_159	528.079564	-0.341908781	-1.370307704	Middle	Middle	720.4832675	-0.805744072	-1.1806786	612.3299479	-0.879363381	-1.14115963
HeelEye2019.159.34.E.16S_000000000.JFHYF	2020_C_159	HeelEye2019-159-34-E-16S	30	Eye	16S	2019-2020	159-34-E	159	159	34	Festien	C	C_159	BOYL	NA	Unknown	Sand	C_159	528.079564	-0.341908781	-1.370307704	Middle	Middle	720.4832675	-0.805744072	-1.1806786	612.3299479	-0.879363381	-1.14115963
HeelEye2019.160.12.E.16S_000000000.JFHYF	2020_C_160	HeelEye2019-160-12-E-16S	15	Eye	16S	2019-2020	160-12-E	160	160	12	Festien	C	C_160	EENRUM	Uien	Onion	Clay	C_160	428.4695564	-0.962653087	-1.697211985	Low	Middle	737.4472809	-0.543236221	-1.102702323	642.4914164	-0.398609337	-0.730506326
HeelEye2019.160.34.E.16S_000000000.JK6WL	2020_C_160	HeelEye2019-160-34-E-16S	700	Eye	16S	2019-2020	160-34-E	160	160	34	Festien	C	C_160	EENRUM	Uien	Onion	Clay	C_160	428.4695564	-0.962653087	-1.697211985	Low	Middle	737.4472809	-0.543236221	-1.102702323	642.4914164	-0.398609337	-0.730506326
HeelEye2019.161.12.E.16S_000000000.JMLM7	2020_C_161	HeelEye2019-161-12-E-16S	349	Eye	16S	2019-2020	161-12-E	161	161	12	Festien	C	C_161	RUTTEN	NA	Unknown	Clay	C_161	603.1674229	0.126019714	-1.123881234	Middle	Middle	758.7045688	-0.21429254	-1.004991707	598.6183199	-1.097917748	-1.327845679
HeelEye2019.161.34.E.16S_000000000.JMM89	2020_C_161	HeelEye2019-161-34-E-16S	200	Eye	16S	2019-2020	161-34-E	161	161	34	Festien	C	C_161	RUTTEN	NA	Unknown	Clay	C_161	603.1674229	0.126019714	-1.123881234	Middle	Middle	758.7045688	-0.21429254	-1.004991707	598.6183199	-1.097917748	-1.327845679
HeelEye2019.162.12.E.16S_000000000.JMM89	2020_C_162	HeelEye2019-162-12-E-16S	218	Eye	16S	2019-2020	162-12-E	162	162	12	Festien	C	C_162	RUTTEN	NA	Unknown	Clay	C_162	339.6051752	-1.516433376	-1.988850821	Low	Low	671.1395799	-1.569307809	-1.407490324	607.8729921	-0.950404336	-1.201841809
HeelEye2019.162.34.E.16S_000000000.JLBCC	2020_C_162	HeelEye2019-162-34-E-16S	618	Eye	16S	2019-2020	162-34-E	162	162	34	Festien	C	C_162	RUTTEN	NA	Unknown	Clay	C_162	339.6051752	-1.516433376	-1.988850821	Low	Low	671.1395799	-1.569307809	-1.407490324	607.8729921	-0.950404336	-1.201841809
HeelEye2019.163.12.E.16S_000000000.JMHTR	2020_C_163	HeelEye2019-163-12-E-16S	638	Eye	16S	2019-2020	163-12-E	163	163	12	Festien	C	C_163	NA	Mais	Maize	Sand	C_163	562.9123979	-0.124839393	-1.255991855	Middle	Middle	749.9375539	-0.349956796	-1.045289906	653.8734952	-0.217186459	-0.57553747
HeelEye2019.163.34.E.16S_000000000.JH6L7	2020_C_163	HeelEye2019-163-34-E-16S	95	Eye	16S	2019-2020	163-34-E	163	163	34	Festien	C	C_163	NA	Mais	Maize	Sand	C_163	562.9123979	-0.124839393	-1.255991855	Middle	Middle	749.9375539	-0.349956796	-1.045289906	653.8734952	-0.217186459	-0.57553747
HeelEye2019.164.12.E.16S_000000000.JLBMN	2020_C_164	HeelEye2019-164-12-E-16S	399	Eye	16S	2019-2020	164-12-E	164	164	12	Festien	C	C_164	NA	Lelie	Lily	Sand	C_164	581.1357221	-0.011276258	-1.196185789	Middle	Middle	739.2212958	-0.515784412	-1.094547938	627.9042633	-0.631118999	-0.92911279
HeelEye2019.164.34.E.16S_000000000.JMLN7	2020_C_164	HeelEye2019-164-34-E-16S	568	Eye	16S	2019-2020	164-34-E	164	164	34	Festien	C	C_164	NA	Lelie	Lily	Sand	C_164	581.1357221	-0.011276258	-1.196185789	Middle	Middle	739.2212958	-0.515784412	-1.094547938	627.9042633	-0.631118999	-0.92911279
HeelEye2019.165.12.E.16S_000000000.JKP74	2020_C_165	HeelEye2019-165-12-E-16S	258	Eye	16S	2019-2020	165-12-E	165	165	12	Festien	C	C_165	ST. JACOBIPAROCHIE	Uien	Onion	Clay	C_165	579.1145579	-0.023871641	-1.20281893	Middle	Middle	756.7666454	-0.244280734	-1.013899508	693.4014436	0.412863136	-0.037358018
HeelEye2019.165.34.E.16S_000000000.JLB35	2020_C_165	HeelEye2019-165-34-E-16S	486	Eye	16S	2019-2020	165-34-E	165	165	34	Festien	C	C_165	ST. JACOBIPAROCHIE	Uien	Onion	Clay	C_165	579.1145579	-0.023871641	-1.20281893	Middle	Middle	756.7666454	-0.244280734	-1.013899508	693.4014436	0.412863136	-0.037358018
HeelEye2019.166.12.E.16S_000000000.JLB35	2020_C_166	HeelEye2019-166-12-E-16S	515	Eye	16S	2019-2020	166-12-E	166	166	12	Festien	C	C_166	SCHOONLOO	NA	Unknown	Sand	C_166	483.6765373	-0.618617183	-1.51603141	Low	Middle	751.6421689	-0.323578909	-1.037454523	695.9724492	0.453843281	-0.002353358
HeelEye2019.166.34.E.16S_000000000.JKP3P	2020_C_166	HeelEye2019-166-34-E-16S	114	Eye	16S	2019-2020	166-34-E	166	166	34	Festien	C	C_166	SCHOONLOO	NA	Unknown	Sand	C_166	483.6765373	-0.618617183	-1.51603141	Low	Middle	751.6421689	-0.323578909	-1.037454523	695.9724492	0.453843281	-0.002353358
HeelEye2019.167.12.E.16S_000000000.JMM89	2020_C_167	HeelEye2019-167-12-E-16S	208	Eye	16S	2019-2020	167-12-E	167	167	12	Festien	C	C_167	SCHOONLOO	NA	Unknown	Sand	C_167	683.0051866	0.623548411	-0.861866328	High	Middle	905.4819408	2.056998562	-0.330319215	720.3290454	0.842071465	0.329265665
HeelEye2019.167.34.E.16S_000000000.JMMDW	2020_C_167	HeelEye2019-167-34-E-16S	470	Eye	16S	2019-2020	167-34-E	167	167	34	Festien	C	C_167	SCHOONLOO	NA	Unknown	Sand	C_167	683.0051866	0.623548411	-0.861866328	High	Middle	905.4819408	2.056998562	-0.330319215	720.3290454	0.842071465	0.329265665
HeelEye2019.168.12.E.16S_000000000.JKRF4	2020_C_168	HeelEye2019-168-12-E-16S	171	Eye	16S	2019-2020	168-12-E	168	168	12	Festien	C	C_168	AMEN	NA	Unknown	Sand	C_168	584.6229466	0.01045524	-1.18474127	Middle	Middle	787.7883573	0.235761505	-0.871306031	635.4780469	-0.510397852	-0.825994494
HeelEye2019.168.34.E.16S_000000000.JFHYF	2020_C_168	HeelEye2019-168-34-E-16S	2	Eye	16S	2019-2020	168-34-E	168	168	34	Festien	C	C_168	AMEN	NA	Unknown	Sand	C_168	584.6229466	0.01045524	-1.18474127	Middle	Middle	787.7883573	0.235761505	-0.871306031	635.4780469	-0.510397852	-0.825994494
HeelEye2019.169.12.E.16S_000000000.JKRF4	2020_C_169	HeelEye2019-169-12-E-16S	192	Eye	16S	2019-2020	169-12-E	169	169	12	Festien	C	C_169	AMEN	NA	Unknown	Sand	C_169	794.7331201	1.319808559	-0.495192932	High	High	897.7187402	1.936867726	-0.366003311	779.6861113	1.788184201	1.137421781
HeelEye2019.169.3.E.16S_000000000.JKRF4	2020_C_169	HeelEye2019-169-3-E-16S	158	Eye	16S	2019-2020	169-3-E	169	169	3	Festien	C	C_169	AMEN	NA	Unknown	Sand	C_169	794.7331201	1.319808559	-0.495192932	High	High	897.7187402	1.936867726	-0.366003311	779.6861113	1.788184201	1.137421781
HeelEye2019.170.12.E.16S_000000000.JMHTR	2020_C_170	HeelEye2019-170-12-E-16S	655	Eye	16S	2019-2020	170-12-E	170	170	12	Festien	C	C_170	ROLDE	NA	Unknown	Sand	C_170	683.5976994	0.627240801	-0.859921795	High	Middle	749.0061106	-0.364370319	-1.049571351	701.0363506	0.534558551	0.066592484
HeelEye2019.170.34.E.16S_000000000.JKP3P	2020_C_170	HeelEye2019-170-34-E-16S	103	Eye	16S	2019-2020	170-34-E	170	170	34	Festien	C	C_170	ROLDE	NA	Unknown	Sand	C_170	683.5976994	0.627240801	-0.859921795	High	Middle	749.0061106	-0.364370319	-1.049571351	701.0363506	0.534558551	0.066592484
HeelEye2019.171.12.E.16S_000000000.JMM89	2020_C_171	HeelEye2019-171-12-E-16S	214	Eye	16S	2019-2020	171-12-E	171	171	12	Festien	C	C_171	LUTTELGEEST	NA	Unknown	Sand	C_171	261.7203338	-2.001791956	-2.244456544	Low	Low	702.7119943	-1.080743782	-1.262365505	590.6100859	-1.225563749	-1.436879088
