SampleID	Year_Plot	SampleName	SampleNo	SampleType	LibraryType	Year	TubeName	Seedlot	OriginalNo	RepNo	VarietyFullName	Variety	Plot.x	Location	PreCrop	PreCrop_clean	SoilType	Plot.y	M_52	M_52_method2	X52_method1	M_class1	M_class2	S_48	S_48_method2	S_48_method1	V_50	V_50_method2	V_50_method1
S113.89.O.4.16S_000000000.J58CV	2019_D_89	113-89-O-4-16S	113	eye	16S	2018-2019	89-O-4	89	89	4	Innovator	D	D_89	DREISCHOR	Uien	Onion	Clay	D_89	886.6378578	-2.114932115	-1.313323471	Low	Low	1166.831015	-2.1413785	-0.117793265	1010.731013	-1.191000312	-0.850181743
S128.89.O.1.16S_000000000.J58CV	2019_D_89	128-89-O-1-16S	128	eye	16S	2018-2019	89-O-1	89	89	1	Innovator	D	D_89	DREISCHOR	Uien	Onion	Clay	D_89	886.6378578	-2.114932115	-1.313323471	Low	Low	1166.831015	-2.1413785	-0.117793265	1010.731013	-1.191000312	-0.850181743
S182.89.O.2.16S_000000000.J52V7	2019_D_89	182-89-O-2-16S	182	eye	16S	2018-2019	89-O-2	89	89	2	Innovator	D	D_89	DREISCHOR	Uien	Onion	Clay	D_89	886.6378578	-2.114932115	-1.313323471	Low	Low	1166.831015	-2.1413785	-0.117793265	1010.731013	-1.191000312	-0.850181743
S66.89.O.3.16S_000000000.J53BN	2019_D_89	66-89-O-3-16S	66	eye	16S	2018-2019	89-O-3	89	89	3	Innovator	D	D_89	DREISCHOR	Uien	Onion	Clay	D_89	886.6378578	-2.114932115	-1.313323471	Low	Low	1166.831015	-2.1413785	-0.117793265	1010.731013	-1.191000312	-0.850181743
S30.100.O.1.16S_000000000.J59B3	2019_E_100	30-100-O-1-16S	30	eye	16S	2018-2019	100-O-1	100	100	1	Sagitta	E	E_100	KRUISLAND	Tarwe	Wheat	Clay	E_100	1607.502975	1.988953313	1.307100654	High	High	1250.895805	0.439429693	0.19790195	1190.104641	0.691510827	0.799109597
S32.100.O.4.16S_000000000.J59B3	2019_E_100	32-100-O-4-16S	32	eye	16S	2018-2019	100-O-4	100	100	4	Sagitta	E	E_100	KRUISLAND	Tarwe	Wheat	Clay	E_100	1607.502975	1.988953313	1.307100654	High	High	1250.895805	0.439429693	0.19790195	1190.104641	0.691510827	0.799109597
S58.100.O.3.16S_000000000.J53BN	2019_E_100	58-100-O-3-16S	58	eye	16S	2018-2019	100-O-3	100	100	3	Sagitta	E	E_100	KRUISLAND	Tarwe	Wheat	Clay	E_100	1607.502975	1.988953313	1.307100654	High	High	1250.895805	0.439429693	0.19790195	1190.104641	0.691510827	0.799109597
S63.100.O.2.16S_000000000.J53BN	2019_E_100	63-100-O-2-16S	63	eye	16S	2018-2019	100-O-2	100	100	2	Sagitta	E	E_100	KRUISLAND	Tarwe	Wheat	Clay	E_100	1607.502975	1.988953313	1.307100654	High	High	1250.895805	0.439429693	0.19790195	1190.104641	0.691510827	0.799109597
X43.103.3.O.16S_000000000.J99GR	2019_E_103	43_103_3_O_16S	W43	eye	16S	2018-2019	103-O-3	103	103	3	Sagitta	E	E_103	MARRUM	NA	Unknown	Clay	E_103	1383.346606	0.258089341	0.492267554	Middle	Middle	1231.046922	0.274031592	0.123361856	1137.849068	0.036756049	0.318633933
S184.103.O.4.16S_000000000.J52V7	2019_E_103	184-103-O-4-16S	184	eye	16S	2018-2019	103-O-4	103	103	4	Sagitta	E	E_103	MARRUM	NA	Unknown	Clay	E_103	1383.346606	0.258089341	0.492267554	Middle	Middle	1231.046922	0.274031592	0.123361856	1137.849068	0.036756049	0.318633933
S11.103.O.1.16S_000000000.J59B3	2019_E_103	11-103-O-1-16S	11	eye	16S	2018-2019	103-O-1	103	103	1	Sagitta	E	E_103	MARRUM	NA	Unknown	Clay	E_103	1383.346606	0.258089341	0.492267554	Middle	Middle	1231.046922	0.274031592	0.123361856	1137.849068	0.036756049	0.318633933
S141.103.O.2.16S_000000000.J58CV	2019_E_103	141-103-O-2-16S	141	eye	16S	2018-2019	103-O-2	103	103	2	Sagitta	E	E_103	MARRUM	NA	Unknown	Clay	E_103	1383.346606	0.258089341	0.492267554	Middle	Middle	1231.046922	0.274031592	0.123361856	1137.849068	0.036756049	0.318633933
S10.104.O.1.16S_000000000.J59B3	2019_E_104	10-104-O-1-16S	10	eye	16S	2018-2019	104-O-1	104	104	1	Sagitta	E	E_104	EMMELOORD	Suikerbieten	Sugar beet	Clay	E_104	1486.681376	1.056007466	0.867900827	High	High	1404.94295	1.723084039	0.776407484	1294.697261	2.002041256	1.760810068
S154.104.O.2.16S_000000000.J52V7	2019_E_104	154-104-O-2-16S	154	eye	16S	2018-2019	104-O-2	104	104	2	Sagitta	E	E_104	EMMELOORD	Suikerbieten	Sugar beet	Clay	E_104	1486.681376	1.056007466	0.867900827	High	High	1404.94295	1.723084039	0.776407484	1294.697261	2.002041256	1.760810068
S26.104.O.3.16S_000000000.J59B3	2019_E_104	26-104-O-3-16S	26	eye	16S	2018-2019	104-O-3	104	104	3	Sagitta	E	E_104	EMMELOORD	Suikerbieten	Sugar beet	Clay	E_104	1486.681376	1.056007466	0.867900827	High	High	1404.94295	1.723084039	0.776407484	1294.697261	2.002041256	1.760810068
X68.107.3.O.16S_000000000.JCCFG	2019_E_107	68-107-3-O-16S	X68	eye	16S	2018-2019	107-O-3	107	107	3	Sagitta	E	E_107	ENS	Mais	Maize	Clay	E_107	1194.914618	-1.196922352	-0.192703482	Low	Low	857.4706185	-2.838930014	-1.279559048	902.4389364	-2.91289891	-1.845897696
S178.107.O.4.16S_000000000.J52V7	2019_E_107	178-107-O-4-16S	178	eye	16S	2018-2019	107-O-4	107	107	4	Sagitta	E	E_107	ENS	Mais	Maize	Clay	E_107	1194.914618	-1.196922352	-0.192703482	Low	Low	857.4706185	-2.838930014	-1.279559048	902.4389364	-2.91289891	-1.845897696
S171.107.O.1.16S_000000000.J52V7	2019_E_107	171-107-O-1-16S	171	eye	16S	2018-2019	107-O-1	107	107	1	Sagitta	E	E_107	ENS	Mais	Maize	Clay	E_107	1194.914618	-1.196922352	-0.192703482	Low	Low	857.4706185	-2.838930014	-1.279559048	902.4389364	-2.91289891	-1.845897696
S174.107.O.2.16S_000000000.J52V7	2019_E_107	174-107-O-2-16S	174	eye	16S	2018-2019	107-O-2	107	107	2	Sagitta	E	E_107	ENS	Mais	Maize	Clay	E_107	1194.914618	-1.196922352	-0.192703482	Low	Low	857.4706185	-2.838930014	-1.279559048	902.4389364	-2.91289891	-1.845897696
X53.115.4.O.16S_000000000.JCCFG	2019_E_115	53-115-4-O-16S	X53	eye	16S	2018-2019	115-O-4	115	115	4	Sagitta	E	E_115	NAGELE	NA	Unknown	Clay	E_115	1382.518614	0.251695855	0.489257714	Middle	Middle	1223.259366	0.209138918	0.094116622	1184.328605	0.619137935	0.746000533
S163.115.O.2.16S_000000000.J52V7	2019_E_115	163-115-O-2-16S	163	eye	16S	2018-2019	115-O-2	115	115	2	Sagitta	E	E_115	NAGELE	NA	Unknown	Clay	E_115	1382.518614	0.251695855	0.489257714	Middle	Middle	1223.259366	0.209138918	0.094116622	1184.328605	0.619137935	0.746000533
S108.115.O.1.16S_000000000.J58CV	2019_E_115	108-115-O-1-16S	108	eye	16S	2018-2019	115-O-1	115	115	1	Sagitta	E	E_115	NAGELE	NA	Unknown	Clay	E_115	1382.518614	0.251695855	0.489257714	Middle	Middle	1223.259366	0.209138918	0.094116622	1184.328605	0.619137935	0.746000533
S146.115.O.3.16S_000000000.J52V7	2019_E_115	146-115-O-3-16S	146	eye	16S	2018-2019	115-O-3	115	115	3	Sagitta	E	E_115	NAGELE	NA	Unknown	Clay	E_115	1382.518614	0.251695855	0.489257714	Middle	Middle	1223.259366	0.209138918	0.094116622	1184.328605	0.619137935	0.746000533
X21.117.1.O.16S_000000000.J99GR	2019_E_117	21_117_1_O_16S	W21	eye	16S	2018-2019	117-O-1	117	117	1	Sagitta	E	E_117	BANT	NA	Unknown	Clay	E_117	1568.161815	1.685173424	1.164091202	High	High	1186.352615	-0.098400124	-0.044482245	1185.108476	0.628909597	0.753171227
S99.117.O.4.16S_000000000.J58CV	2019_E_117	99-117-O-4-16S	99	eye	16S	2018-2019	117-O-4	117	117	4	Sagitta	E	E_117	BANT	NA	Unknown	Clay	E_117	1568.161815	1.685173424	1.164091202	High	High	1186.352615	-0.098400124	-0.044482245	1185.108476	0.628909597	0.753171227
S169.117.O.3.16S_000000000.J52V7	2019_E_117	169-117-O-3-16S	169	eye	16S	2018-2019	117-O-3	117	117	3	Sagitta	E	E_117	BANT	NA	Unknown	Clay	E_117	1568.161815	1.685173424	1.164091202	High	High	1186.352615	-0.098400124	-0.044482245	1185.108476	0.628909597	0.753171227
S52.117.O.2.16S_000000000.J53BN	2019_E_117	52-117-O-2-16S	52	eye	16S	2018-2019	117-O-2	117	117	2	Sagitta	E	E_117	BANT	NA	Unknown	Clay	E_117	1568.161815	1.685173424	1.164091202	High	High	1186.352615	-0.098400124	-0.044482245	1185.108476	0.628909597	0.753171227
S161.91.O.1.16S_000000000.J52V7	2019_E_91	161-91-O-1-16S	161	eye	16S	2018-2019	91-O-1	91	91	1	Sagitta	E	E_91	NAGELE	NA	Unknown	Clay	E_91	1180.7402	-1.306372689	-0.244229054	Low	Low	988.1061394	-1.750361609	-0.788973052	1138.363136	0.043197241	0.323360643
S176.91.O.3.16S_000000000.J52V7	2019_E_91	176-91-O-3-16S	176	eye	16S	2018-2019	91-O-3	91	91	3	Sagitta	E	E_91	NAGELE	NA	Unknown	Clay	E_91	1180.7402	-1.306372689	-0.244229054	Low	Low	988.1061394	-1.750361609	-0.788973052	1138.363136	0.043197241	0.323360643
S181.91.O.4.16S_000000000.J52V7	2019_E_91	181-91-O-4-16S	181	eye	16S	2018-2019	91-O-4	91	91	4	Sagitta	E	E_91	NAGELE	NA	Unknown	Clay	E_91	1180.7402	-1.306372689	-0.244229054	Low	Low	988.1061394	-1.750361609	-0.788973052	1138.363136	0.043197241	0.323360643
S188.91.O.2.16S_000000000.J52V7	2019_E_91	188-91-O-2-16S	188	eye	16S	2018-2019	91-O-2	91	91	2	Sagitta	E	E_91	NAGELE	NA	Unknown	Clay	E_91	1180.7402	-1.306372689	-0.244229054	Low	Low	988.1061394	-1.750361609	-0.788973052	1138.363136	0.043197241	0.323360643
S114.96.O.1.16S_000000000.J58CV	2019_E_96	114-96-O-1-16S	114	eye	16S	2018-2019	96-O-1	96	96	1	Sagitta	E	E_96	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_96	1162.057117	-1.450637491	-0.312144117	Low	Low	1172.81029	-0.211246509	-0.095338815	1140.473272	0.069636936	0.342762762
S115.96.O.2.16S_000000000.J58CV	2019_E_96	115-96-O-2-16S	115	eye	16S	2018-2019	96-O-2	96	96	2	Sagitta	E	E_96	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_96	1162.057117	-1.450637491	-0.312144117	Low	Low	1172.81029	-0.211246509	-0.095338815	1140.473272	0.069636936	0.342762762
S157.96.O.3.16S_000000000.J52V7	2019_E_96	157-96-O-3-16S	157	eye	16S	2018-2019	96-O-3	96	96	3	Sagitta	E	E_96	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_96	1162.057117	-1.450637491	-0.312144117	Low	Low	1172.81029	-0.211246509	-0.095338815	1140.473272	0.069636936	0.342762762
S83.96.O.4.16S_000000000.J53BN	2019_E_96	83-96-O-4-16S	83	eye	16S	2018-2019	96-O-4	96	96	4	Sagitta	E	E_96	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_96	1162.057117	-1.450637491	-0.312144117	Low	Low	1172.81029	-0.211246509	-0.095338815	1140.473272	0.069636936	0.342762762
S125.98.O.2.16S_000000000.J58CV	2019_E_98	125-98-O-2-16S	125	eye	16S	2018-2019	98-O-2	98	98	2	Sagitta	E	E_98	MARRUM	NA	Unknown	Clay	E_98	1157.480646	-1.485975546	-0.328780097	Low	Low	1264.999755	0.556956027	0.250867638	1143.320458	0.105311775	0.368941864
S5.98.O.1.16S_000000000.J59B3	2019_E_98	5-98-O-1-16S	5	eye	16S	2018-2019	98-O-1	98	98	1	Sagitta	E	E_98	MARRUM	NA	Unknown	Clay	E_98	1157.480646	-1.485975546	-0.328780097	Low	Low	1264.999755	0.556956027	0.250867638	1143.320458	0.105311775	0.368941864
S6.98.O.4.16S_000000000.J59B3	2019_E_98	6-98-O-4-16S	6	eye	16S	2018-2019	98-O-4	98	98	4	Sagitta	E	E_98	MARRUM	NA	Unknown	Clay	E_98	1157.480646	-1.485975546	-0.328780097	Low	Low	1264.999755	0.556956027	0.250867638	1143.320458	0.105311775	0.368941864
S81.98.O.3.16S_000000000.J53BN	2019_E_98	81-98-O-3-16S	81	eye	16S	2018-2019	98-O-3	98	98	3	Sagitta	E	E_98	MARRUM	NA	Unknown	Clay	E_98	1157.480646	-1.485975546	-0.328780097	Low	Low	1264.999755	0.556956027	0.250867638	1143.320458	0.105311775	0.368941864
X12.122.3.O.16S_000000000.J99GR	2019_F_122	12_122_3_O_16S	W12	eye	16S	2018-2019	122-O-3	122	202	3	Seresta	F	F_122	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_122	1143.60395	-1.500772045	-0.379223413	Low	Low	965.3232384	-2.099542229	-0.874531498	878.5328866	-3.553329225	-2.065707269
X38.122.4.O.16S_000000000.J99GR	2019_F_122	38_122_4_O_16S	W38	eye	16S	2018-2019	122-O-4	122	202	4	Seresta	F	F_122	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_122	1143.60395	-1.500772045	-0.379223413	Low	Low	965.3232384	-2.099542229	-0.874531498	878.5328866	-3.553329225	-2.065707269
X56.122.2.O.16S_000000000.JCCFG	2019_F_122	56-122-2-O-16S	X56	eye	16S	2018-2019	122-O-2	122	202	2	Seresta	F	F_122	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_122	1143.60395	-1.500772045	-0.379223413	Low	Low	965.3232384	-2.099542229	-0.874531498	878.5328866	-3.553329225	-2.065707269
X8.122.1.O.16S_000000000.J99GR	2019_F_122	8_122_1_O_16S	W8	eye	16S	2018-2019	122-O-1	122	202	1	Seresta	F	F_122	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_122	1143.60395	-1.500772045	-0.379223413	Low	Low	965.3232384	-2.099542229	-0.874531498	878.5328866	-3.553329225	-2.065707269
S143.125.O.4.16S_000000000.J58CV	2019_F_125	143-125-O-4-16S	143	eye	16S	2018-2019	125-O-4	125	205	4	Seresta	F	F_125	Westernieland	Wintertarwe	Wheat	Clay	F_125	1355.895073	-0.172616263	0.392478207	Middle	Middle	1321.395437	1.107941228	0.462654843	1128.569536	0.527315516	0.233311174
S149.125.O.1.16S_000000000.J52V7	2019_F_125	149-125-O-1-16S	149	eye	16S	2018-2019	125-O-1	125	205	1	Seresta	F	F_125	Westernieland	Wintertarwe	Wheat	Clay	F_125	1355.895073	-0.172616263	0.392478207	Middle	Middle	1321.395437	1.107941228	0.462654843	1128.569536	0.527315516	0.233311174
S21.125.O.3.16S_000000000.J59B3	2019_F_125	21-125-O-3-16S	21	eye	16S	2018-2019	125-O-3	125	205	3	Seresta	F	F_125	Westernieland	Wintertarwe	Wheat	Clay	F_125	1355.895073	-0.172616263	0.392478207	Middle	Middle	1321.395437	1.107941228	0.462654843	1128.569536	0.527315516	0.233311174
S74.125.O.2.16S_000000000.J53BN	2019_F_125	74-125-O-2-16S	74	eye	16S	2018-2019	125-O-2	125	205	2	Seresta	F	F_125	Westernieland	Wintertarwe	Wheat	Clay	F_125	1355.895073	-0.172616263	0.392478207	Middle	Middle	1321.395437	1.107941228	0.462654843	1128.569536	0.527315516	0.233311174
R16.137.O.1.16S_000000000.JCCFG	2019_F_137	R16-137-O-1-16S	R16	eye	16S	2018-2019	137-O-1	137	217	1	Seresta	F	F_137	WARFFUM	NA	Unknown	Clay	F_137	1156.501321	-1.420082295	-0.33234005	Low	Low	1101.840718	-0.869798487	-0.361856513	1070.307319	-0.423534729	-0.302393938
R17.137.O.2.16S_000000000.JCCFG	2019_F_137	R17-137-O-2-16S	R17	eye	16S	2018-2019	137-O-2	137	217	2	Seresta	F	F_137	WARFFUM	NA	Unknown	Clay	F_137	1156.501321	-1.420082295	-0.33234005	Low	Low	1101.840718	-0.869798487	-0.361856513	1070.307319	-0.423534729	-0.302393938
R19.137.O.3.16S_000000000.JCCFG	2019_F_137	R19-137-O-3-16S	R19	eye	16S	2018-2019	137-O-3	137	217	3	Seresta	F	F_137	WARFFUM	NA	Unknown	Clay	F_137	1156.501321	-1.420082295	-0.33234005	Low	Low	1101.840718	-0.869798487	-0.361856513	1070.307319	-0.423534729	-0.302393938
S53.137.O.4.16S_000000000.J53BN	2019_F_137	53-137-O-4-16S	53	eye	16S	2018-2019	137-O-4	137	217	4	Seresta	F	F_137	WARFFUM	NA	Unknown	Clay	F_137	1156.501321	-1.420082295	-0.33234005	Low	Low	1101.840718	-0.869798487	-0.361856513	1070.307319	-0.423534729	-0.302393938
X33.139.3.O.16S_000000000.J99GR	2019_F_139	33_139_3_O_16S	W33	eye	16S	2018-2019	139-O-3	139	219	3	Seresta	F	F_139	SIDDEBUREN	Tarwe	Wheat	Sand	F_139	1422.217659	0.242317369	0.633568116	Middle	Middle	1188.118351	-0.092613183	-0.037851234	1126.261367	0.489645777	0.212088198
S47.139.O.1.16S_000000000.J59B3	2019_F_139	47-139-O-1-16S	47	eye	16S	2018-2019	139-O-1	139	219	1	Seresta	F	F_139	SIDDEBUREN	Tarwe	Wheat	Sand	F_139	1422.217659	0.242317369	0.633568116	Middle	Middle	1188.118351	-0.092613183	-0.037851234	1126.261367	0.489645777	0.212088198
S27.139.O.4.16S_000000000.J59B3	2019_F_139	27-139-O-4-16S	27	eye	16S	2018-2019	139-O-4	139	219	4	Seresta	F	F_139	SIDDEBUREN	Tarwe	Wheat	Sand	F_139	1422.217659	0.242317369	0.633568116	Middle	Middle	1188.118351	-0.092613183	-0.037851234	1126.261367	0.489645777	0.212088198
S41.139.O.2.16S_000000000.J59B3	2019_F_139	41-139-O-2-16S	41	eye	16S	2018-2019	139-O-2	139	219	2	Seresta	F	F_139	SIDDEBUREN	Tarwe	Wheat	Sand	F_139	1422.217659	0.242317369	0.633568116	Middle	Middle	1188.118351	-0.092613183	-0.037851234	1126.261367	0.489645777	0.212088198
X18.181.2.O.16S_000000000.J99GR	2019_F_144	18_181_2_O_16S	W18	eye	16S	2018-2019	181-O-2	144	224	2	Seresta	F	F_144	WIERDEN	Grasland	Grass	Sand	F_144	1520.326801	0.85611705	0.990205655	High	Middle	1224.262476	0.232971581	0.097883683	1162.023256	1.073286469	0.54090896
X42.181.4.O.16S_000000000.J99GR	2019_F_144	42_181_4_O_16S	W42	eye	16S	2018-2019	181-O-4	144	224	4	Seresta	F	F_144	WIERDEN	Grasland	Grass	Sand	F_144	1520.326801	0.85611705	0.990205655	High	Middle	1224.262476	0.232971581	0.097883683	1162.023256	1.073286469	0.54090896
X59.181.3.O.16S_000000000.JCCFG	2019_F_144	59-181-3-O-16S	X59	eye	16S	2018-2019	181-O-3	144	224	3	Seresta	F	F_144	WIERDEN	Grasland	Grass	Sand	F_144	1520.326801	0.85611705	0.990205655	High	Middle	1224.262476	0.232971581	0.097883683	1162.023256	1.073286469	0.54090896
X63.181.1.O.16S_000000000.JCCFG	2019_F_144	63-181-1-O-16S	X63	eye	16S	2018-2019	181-O-1	144	224	1	Seresta	F	F_144	WIERDEN	Grasland	Grass	Sand	F_144	1520.326801	0.85611705	0.990205655	High	Middle	1224.262476	0.232971581	0.097883683	1162.023256	1.073286469	0.54090896
R18.149.O.3.16S_000000000.JCCFG	2019_F_149	R18-149-O-3-16S	R18	eye	16S	2018-2019	149-O-3	149	229	3	Seresta	F	F_149	HELLUM	Mais	Maize	Sand	F_149	1641.428323	1.613763835	1.43042303	High	High	1310.886503	1.013277187	0.423189803	1045.683725	-0.825396366	-0.52880113
S140.149.O.2.16S_000000000.J58CV	2019_F_149	140-149-O-2-16S	140	eye	16S	2018-2019	149-O-2	149	229	2	Seresta	F	F_149	HELLUM	Mais	Maize	Sand	F_149	1641.428323	1.613763835	1.43042303	High	High	1310.886503	1.013277187	0.423189803	1045.683725	-0.825396366	-0.52880113
S19.149.O.4.16S_000000000.J59B3	2019_F_149	19-149-O-4-16S	19	eye	16S	2018-2019	149-O-4	149	229	4	Seresta	F	F_149	HELLUM	Mais	Maize	Sand	F_149	1641.428323	1.613763835	1.43042303	High	High	1310.886503	1.013277187	0.423189803	1045.683725	-0.825396366	-0.52880113
S40.149.O.1.16S_000000000.J59B3	2019_F_149	40-149-O-1-16S	40	eye	16S	2018-2019	149-O-1	149	229	1	Seresta	F	F_149	HELLUM	Mais	Maize	Sand	F_149	1641.428323	1.613763835	1.43042303	High	High	1310.886503	1.013277187	0.423189803	1045.683725	-0.825396366	-0.52880113
X3.151.1.O.16S_000000000.J99GR	2019_F_151	3_151_1_O_16S	W3	eye	16S	2018-2019	151-O-1	151	231	1	Seresta	F	F_151	SCHOONLOO	Grasland	Grass	Sand	F_151	1152.166865	-1.447199925	-0.348096273	Low	Low	1111.423682	-0.783475549	-0.325868843	1078.952452	-0.282444547	-0.222904311
X49.151.3.O.16S_000000000.JCCFG	2019_F_151	49-151-3-O-16S	X49	eye	16S	2018-2019	151-O-3	151	231	3	Seresta	F	F_151	SCHOONLOO	Grasland	Grass	Sand	F_151	1152.166865	-1.447199925	-0.348096273	Low	Low	1111.423682	-0.783475549	-0.325868843	1078.952452	-0.282444547	-0.222904311
X51.151.4.O.16S_000000000.JCCFG	2019_F_151	51-151-4-O-16S	X51	eye	16S	2018-2019	151-O-4	151	231	4	Seresta	F	F_151	SCHOONLOO	Grasland	Grass	Sand	F_151	1152.166865	-1.447199925	-0.348096273	Low	Low	1111.423682	-0.783475549	-0.325868843	1078.952452	-0.282444547	-0.222904311
X54.151.2.O.16S_000000000.JCCFG	2019_F_151	54-151-2-O-16S	X54	eye	16S	2018-2019	151-O-2	151	231	2	Seresta	F	F_151	SCHOONLOO	Grasland	Grass	Sand	F_151	1152.166865	-1.447199925	-0.348096273	Low	Low	1111.423682	-0.783475549	-0.325868843	1078.952452	-0.282444547	-0.222904311
S109.152.O.4.16S_000000000.J58CV	2019_F_152	109-152-O-4-16S	109	eye	16S	2018-2019	152-O-4	152	232	4	Seresta	F	F_152	SCHOONLOO	Grasland	Grass	Sand	F_152	1191.557709	-1.200759205	-0.204906215	Low	Low	1079.871732	-1.067694199	-0.444358401	1105.997278	0.158932053	0.025765448
S129.152.O.3.16S_000000000.J58CV	2019_F_152	129-152-O-3-16S	129	eye	16S	2018-2019	152-O-3	152	232	3	Seresta	F	F_152	SCHOONLOO	Grasland	Grass	Sand	F_152	1191.557709	-1.200759205	-0.204906215	Low	Low	1079.871732	-1.067694199	-0.444358401	1105.997278	0.158932053	0.025765448
S168.152.O.2.16S_000000000.J52V7	2019_F_152	168-152-O-2-16S	168	eye	16S	2018-2019	152-O-2	152	232	2	Seresta	F	F_152	SCHOONLOO	Grasland	Grass	Sand	F_152	1191.557709	-1.200759205	-0.204906215	Low	Low	1079.871732	-1.067694199	-0.444358401	1105.997278	0.158932053	0.025765448
S62.152.O.1.16S_000000000.J53BN	2019_F_152	62-152-O-1-16S	62	eye	16S	2018-2019	152-O-1	152	232	1	Seresta	F	F_152	SCHOONLOO	Grasland	Grass	Sand	F_152	1191.557709	-1.200759205	-0.204906215	Low	Low	1079.871732	-1.067694199	-0.444358401	1105.997278	0.158932053	0.025765448
X26.157.1.O.16S_000000000.J99GR	2019_F_157	26_157_1_O_16S	W26	eye	16S	2018-2019	157-O-1	157	237	1	Seresta	F	F_157	ROLDE	Grasland	Grass	Sand	F_157	1596.676388	1.333782552	1.267744816	High	High	1298.870161	0.905034484	0.378063876	1049.348346	-0.765589067	-0.495105944
S17.157.O.4.16S_000000000.J59B3	2019_F_157	17-157-O-4-16S	17	eye	16S	2018-2019	157-O-4	157	237	4	Seresta	F	F_157	ROLDE	Grasland	Grass	Sand	F_157	1596.676388	1.333782552	1.267744816	High	High	1298.870161	0.905034484	0.378063876	1049.348346	-0.765589067	-0.495105944
S39.157.O.3.16S_000000000.J59B3	2019_F_157	39-157-O-3-16S	39	eye	16S	2018-2019	157-O-3	157	237	3	Seresta	F	F_157	ROLDE	Grasland	Grass	Sand	F_157	1596.676388	1.333782552	1.267744816	High	High	1298.870161	0.905034484	0.378063876	1049.348346	-0.765589067	-0.495105944
S55.157.O.2.16S_000000000.J53BN	2019_F_157	55-157-O-2-16S	55	eye	16S	2018-2019	157-O-2	157	237	2	Seresta	F	F_157	ROLDE	Grasland	Grass	Sand	F_157	1596.676388	1.333782552	1.267744816	High	High	1298.870161	0.905034484	0.378063876	1049.348346	-0.765589067	-0.495105944
R20.158.O.4.16S_000000000.JCCFG	2019_F_158	R20-158-O-4-16S	R20	eye	16S	2018-2019	158-O-4	158	238	4	Seresta	F	F_158	ROLDE	Mais 	Maize	Sand	F_158	1607.445524	1.401157442	1.306891814	High	High	1257.967124	0.536581637	0.224457436	1003.98279	-1.505963411	-0.912229801
S111.158.O.1.16S_000000000.J58CV	2019_F_158	111-158-O-1-16S	111	eye	16S	2018-2019	158-O-1	158	238	1	Seresta	F	F_158	ROLDE	Mais 	Maize	Sand	F_158	1607.445524	1.401157442	1.306891814	High	High	1257.967124	0.536581637	0.224457436	1003.98279	-1.505963411	-0.912229801
S33.158.O.2.16S_000000000.J59B3	2019_F_158	33-158-O-2-16S	33	eye	16S	2018-2019	158-O-2	158	238	2	Seresta	F	F_158	ROLDE	Mais 	Maize	Sand	F_158	1607.445524	1.401157442	1.306891814	High	High	1257.967124	0.536581637	0.224457436	1003.98279	-1.505963411	-0.912229801
S7.158.O.3.16S_000000000.J59B3	2019_F_158	7-158-O-3-16S	7	eye	16S	2018-2019	158-O-3	158	238	3	Seresta	F	F_158	ROLDE	Mais 	Maize	Sand	F_158	1607.445524	1.401157442	1.306891814	High	High	1257.967124	0.536581637	0.224457436	1003.98279	-1.505963411	-0.912229801
HeelEye2019.1.12.E.16S_000000000.JMLM7	2020_A_1	HeelEye2019-1-12-E-16S	337	Eye	16S	2019-2020	1-12-E	1	1	12	Challenger	A	A_1	EENUM	NA	Unknown	Clay	A_1	564.2576168	-1.598971264	-1.25157706	Low	Low	603.5935945	-2.069227878	-1.717970186	709.2868766	0.420671517	0.178924739
HeelEye2019.1.34.E.16S_000000000.JKRF4	2020_A_1	HeelEye2019-1-34-E-16S	191	Eye	16S	2019-2020	1-34-E	1	1	34	Challenger	A	A_1	EENUM	NA	Unknown	Clay	A_1	564.2576168	-1.598971264	-1.25157706	Low	Low	603.5935945	-2.069227878	-1.717970186	709.2868766	0.420671517	0.178924739
HeelEye2019.10.12.E.16S_000000000.JLB35	2020_A_10	HeelEye2019-10-12-E-16S	519	Eye	16S	2019-2020	10-12-E	10	10	12	Challenger	A	A_10	WARFSTERMOLEN	NA	Unknown	Clay	A_10	682.2674831	0.222580378	-0.864287354	High	Middle	705.0493806	-0.279449867	-1.251621545	717.7348501	0.612586947	0.293945273
HeelEye2019.10.34.E.16S_000000000.JMMDW	2020_A_10	HeelEye2019-10-34-E-16S	465	Eye	16S	2019-2020	10-34-E	10	10	34	Challenger	A	A_10	WARFSTERMOLEN	NA	Unknown	Clay	A_10	682.2674831	0.222580378	-0.864287354	High	Middle	705.0493806	-0.279449867	-1.251621545	717.7348501	0.612586947	0.293945273
