SampleID	Year_Plot	SampleName	LocationPlateDNAiso	SampleNoRand	Year	Compartment	LibraryType	PlateX	SampleName2	RunNo	Runcode	Replica	Seedlot	OriginalNo	VarietyFullName	Variety	Plot.x	Location	PreCrop	PreCrop_clean	SoilType	Plot.y	M_52	M_52_method2	X52_method1	M_class1	M_class2	S_48	S_48_method2	S_48_method1	V_50	V_50_method2	V_50_method1
Heel2018.89.4.H.16S_000000000.JMHR7	2019_D_89	Heel2018-89-4-H-16S	A12	724	2018-2019	Heel	16S	C	89-4-H	SON5821	JMHR7	4	89	89	Innovator	D	D_89	DREISCHOR	Uien	Onion	Clay	D_89	886.6378578	-2.114932115	-1.313323471	Low	Low	1166.831015	-2.1413785	-0.117793265	1010.731013	-1.191000312	-0.850181743
X36.89.1.H.16S_000000000.JC8YT	2019_D_89	36-89-1-H-16S	C12	36	2018-2019	Heel	16S	A	89-1-H	SON5064	JC8YT	1	89	89	Innovator	D	D_89	DREISCHOR	Uien	Onion	Clay	D_89	886.6378578	-2.114932115	-1.313323471	Low	Low	1166.831015	-2.1413785	-0.117793265	1010.731013	-1.191000312	-0.850181743
X12.89.2.H.16S_000000000.JC8YT	2019_D_89	12-89-2-H-16S	A12	12	2018-2019	Heel	16S	A	89-2-H	SON5064	JC8YT	2	89	89	Innovator	D	D_89	DREISCHOR	Uien	Onion	Clay	D_89	886.6378578	-2.114932115	-1.313323471	Low	Low	1166.831015	-2.1413785	-0.117793265	1010.731013	-1.191000312	-0.850181743
X30.100.1.H.16S_000000000.JC8YT	2019_E_100	30-100-1-H-16S	C6	30	2018-2019	Heel	16S	A	100-1-H	SON5064	JC8YT	1	100	100	Sagitta	E	E_100	KRUISLAND	Tarwe	Wheat	Clay	E_100	1607.502975	1.988953313	1.307100654	High	High	1250.895805	0.439429693	0.19790195	1190.104641	0.691510827	0.799109597
Heel2018.100.3.H.16S_000000000.JMHR7	2019_E_100	Heel2018-100-3-H-16S	A4	716	2018-2019	Heel	16S	C	100-3-H	SON5821	JMHR7	3	100	100	Sagitta	E	E_100	KRUISLAND	Tarwe	Wheat	Clay	E_100	1607.502975	1.988953313	1.307100654	High	High	1250.895805	0.439429693	0.19790195	1190.104641	0.691510827	0.799109597
Heel2018.100.2.H.16S_000000000.JK6WL	2019_E_100	Heel2018-100-2-H-16S	H3	755	2018-2019	Heel	16S	A	100-2-H	SON5822	JK6WL	2	100	100	Sagitta	E	E_100	KRUISLAND	Tarwe	Wheat	Clay	E_100	1607.502975	1.988953313	1.307100654	High	High	1250.895805	0.439429693	0.19790195	1190.104641	0.691510827	0.799109597
X13.100.4.H.16S_000000000.JC8YT	2019_E_100	13-100-4-H-16S	B1	13	2018-2019	Heel	16S	A	100-4-H	SON5064	JC8YT	4	100	100	Sagitta	E	E_100	KRUISLAND	Tarwe	Wheat	Clay	E_100	1607.502975	1.988953313	1.307100654	High	High	1250.895805	0.439429693	0.19790195	1190.104641	0.691510827	0.799109597
X142.103.4.H.16S_000000000.JCG3L	2019_E_103	142-103-4-H-16S	D10	142	2018-2019	Heel	16S	B	103-4-H	SON5194	JCG3L	4	103	103	Sagitta	E	E_103	MARRUM	NA	Unknown	Clay	E_103	1383.346606	0.258089341	0.492267554	Middle	Middle	1231.046922	0.274031592	0.123361856	1137.849068	0.036756049	0.318633933
Heel2018.103.1.H.16S_000000000.JK6WL	2019_E_103	Heel2018-103-1-H-16S	H9	755	2018-2019	Heel	16S	A	103-1-H	SON5822	JK6WL	1	103	103	Sagitta	E	E_103	MARRUM	NA	Unknown	Clay	E_103	1383.346606	0.258089341	0.492267554	Middle	Middle	1231.046922	0.274031592	0.123361856	1137.849068	0.036756049	0.318633933
Heel2018.103.3.H.16S_000000000.JMHR7	2019_E_103	Heel2018-103-3-H-16S	C4	740	2018-2019	Heel	16S	C	103-3-H	SON5821	JMHR7	3	103	103	Sagitta	E	E_103	MARRUM	NA	Unknown	Clay	E_103	1383.346606	0.258089341	0.492267554	Middle	Middle	1231.046922	0.274031592	0.123361856	1137.849068	0.036756049	0.318633933
X28.103.2.H.16S_000000000.JC8YT	2019_E_103	28-103-2-H-16S	C4	28	2018-2019	Heel	16S	A	103-2-H	SON5064	JC8YT	2	103	103	Sagitta	E	E_103	MARRUM	NA	Unknown	Clay	E_103	1383.346606	0.258089341	0.492267554	Middle	Middle	1231.046922	0.274031592	0.123361856	1137.849068	0.036756049	0.318633933
X17.104.2.H.16S_000000000.JC8YT	2019_E_104	17-104-2-H-16S	B5	17	2018-2019	Heel	16S	A	104-2-H	SON5064	JC8YT	2	104	104	Sagitta	E	E_104	EMMELOORD	Suikerbieten	Sugar beet	Clay	E_104	1486.681376	1.056007466	0.867900827	High	High	1404.94295	1.723084039	0.776407484	1294.697261	2.002041256	1.760810068
X72.104.3.H.16S_000000000.JCHFT	2019_E_104	72-104-3-H-16S	F12	72	2018-2019	Heel	16S	A	104-3-H	SON5193	JCHFT	3	104	104	Sagitta	E	E_104	EMMELOORD	Suikerbieten	Sugar beet	Clay	E_104	1486.681376	1.056007466	0.867900827	High	High	1404.94295	1.723084039	0.776407484	1294.697261	2.002041256	1.760810068
X135.104.1.H.16S_000000000.JCG3L	2019_E_104	135-104-1-H-16S	D3	135	2018-2019	Heel	16S	B	104-1-H	SON5194	JCG3L	1	104	104	Sagitta	E	E_104	EMMELOORD	Suikerbieten	Sugar beet	Clay	E_104	1486.681376	1.056007466	0.867900827	High	High	1404.94295	1.723084039	0.776407484	1294.697261	2.002041256	1.760810068
X133.107.2.H.16S_000000000.JCG3L	2019_E_107	133-107-2-H-16S	D1	133	2018-2019	Heel	16S	B	107-2-H	SON5194	JCG3L	2	107	107	Sagitta	E	E_107	ENS	Mais	Maize	Clay	E_107	1194.914618	-1.196922352	-0.192703482	Low	Low	857.4706185	-2.838930014	-1.279559048	902.4389364	-2.91289891	-1.845897696
X4.107.4.H.16S_000000000.JC8YT	2019_E_107	4-107-4-H-16S	A4	4	2018-2019	Heel	16S	A	107-4-H	SON5064	JC8YT	4	107	107	Sagitta	E	E_107	ENS	Mais	Maize	Clay	E_107	1194.914618	-1.196922352	-0.192703482	Low	Low	857.4706185	-2.838930014	-1.279559048	902.4389364	-2.91289891	-1.845897696
X46.107.1.H.16S_000000000.JC8YT	2019_E_107	46-107-1-H-16S	D10	46	2018-2019	Heel	16S	A	107-1-H	SON5064	JC8YT	1	107	107	Sagitta	E	E_107	ENS	Mais	Maize	Clay	E_107	1194.914618	-1.196922352	-0.192703482	Low	Low	857.4706185	-2.838930014	-1.279559048	902.4389364	-2.91289891	-1.845897696
Heel2018.107.3.H.16S_000000000.JMHR7	2019_E_107	Heel2018-107-3-H-16S	C8	744	2018-2019	Heel	16S	C	107-3-H	SON5821	JMHR7	3	107	107	Sagitta	E	E_107	ENS	Mais	Maize	Clay	E_107	1194.914618	-1.196922352	-0.192703482	Low	Low	857.4706185	-2.838930014	-1.279559048	902.4389364	-2.91289891	-1.845897696
Heel2018.115.4.H.16S_000000000.JMHR7	2019_E_115	Heel2018-115-4-H-16S	D2	750	2018-2019	Heel	16S	C	115-4-H	SON5821	JMHR7	4	115	115	Sagitta	E	E_115	NAGELE	NA	Unknown	Clay	E_115	1382.518614	0.251695855	0.489257714	Middle	Middle	1223.259366	0.209138918	0.094116622	1184.328605	0.619137935	0.746000533
X69.115.1.H.16S_000000000.JCHFT	2019_E_115	69-115-1-H-16S	F9	69	2018-2019	Heel	16S	A	115-1-H	SON5193	JCHFT	1	115	115	Sagitta	E	E_115	NAGELE	NA	Unknown	Clay	E_115	1382.518614	0.251695855	0.489257714	Middle	Middle	1223.259366	0.209138918	0.094116622	1184.328605	0.619137935	0.746000533
X79.115.3.H.16S_000000000.JCHFT	2019_E_115	79-115-3-H-16S	G7	79	2018-2019	Heel	16S	A	115-3-H	SON5193	JCHFT	3	115	115	Sagitta	E	E_115	NAGELE	NA	Unknown	Clay	E_115	1382.518614	0.251695855	0.489257714	Middle	Middle	1223.259366	0.209138918	0.094116622	1184.328605	0.619137935	0.746000533
X47.115.2.H.16S_000000000.JC8YT	2019_E_115	47-115-2-H-16S	D11	47	2018-2019	Heel	16S	A	115-2-H	SON5064	JC8YT	2	115	115	Sagitta	E	E_115	NAGELE	NA	Unknown	Clay	E_115	1382.518614	0.251695855	0.489257714	Middle	Middle	1223.259366	0.209138918	0.094116622	1184.328605	0.619137935	0.746000533
Heel2018.117.4.H.16S_000000000.JK6WL	2019_E_117	Heel2018-117-4-H-16S	H11	755	2018-2019	Heel	16S	A	117-4-H	SON5822	JK6WL	4	117	117	Sagitta	E	E_117	BANT	NA	Unknown	Clay	E_117	1568.161815	1.685173424	1.164091202	High	High	1186.352615	-0.098400124	-0.044482245	1185.108476	0.628909597	0.753171227
Heel2018.117.1.H.16S_000000000.JMHR7	2019_E_117	Heel2018-117-1-H-16S	C3	739	2018-2019	Heel	16S	C	117-1-H	SON5821	JMHR7	1	117	117	Sagitta	E	E_117	BANT	NA	Unknown	Clay	E_117	1568.161815	1.685173424	1.164091202	High	High	1186.352615	-0.098400124	-0.044482245	1185.108476	0.628909597	0.753171227
X159.117.2.H.16S_000000000.J9RYW	2019_E_117	159-117-2-H-16S	F3	159	2018-2019	Heel	16S	B	117-2-H	SON5195	J9RYW	2	117	117	Sagitta	E	E_117	BANT	NA	Unknown	Clay	E_117	1568.161815	1.685173424	1.164091202	High	High	1186.352615	-0.098400124	-0.044482245	1185.108476	0.628909597	0.753171227
Heel2018.117.3.H.16S_000000000.JK6WL	2019_E_117	Heel2018-117-3-H-16S	H5	755	2018-2019	Heel	16S	A	117-3-H	SON5822	JK6WL	3	117	117	Sagitta	E	E_117	BANT	NA	Unknown	Clay	E_117	1568.161815	1.685173424	1.164091202	High	High	1186.352615	-0.098400124	-0.044482245	1185.108476	0.628909597	0.753171227
X2.91.3.H.16S_000000000.JC8YT	2019_E_91	2-91-3-H-16S	A2	2	2018-2019	Heel	16S	A	91-3-H	SON5064	JC8YT	3	91	91	Sagitta	E	E_91	NAGELE	NA	Unknown	Clay	E_91	1180.7402	-1.306372689	-0.244229054	Low	Low	988.1061394	-1.750361609	-0.788973052	1138.363136	0.043197241	0.323360643
Heel2018.91.2.H.16S_000000000.JMHR7	2019_E_91	Heel2018-91-2-H-16S	B5	729	2018-2019	Heel	16S	C	91-2-H	SON5821	JMHR7	2	91	91	Sagitta	E	E_91	NAGELE	NA	Unknown	Clay	E_91	1180.7402	-1.306372689	-0.244229054	Low	Low	988.1061394	-1.750361609	-0.788973052	1138.363136	0.043197241	0.323360643
Heel2018.91.4.H.16S_000000000.JMHR7	2019_E_91	Heel2018-91-4-H-16S	A10	722	2018-2019	Heel	16S	C	91-4-H	SON5821	JMHR7	4	91	91	Sagitta	E	E_91	NAGELE	NA	Unknown	Clay	E_91	1180.7402	-1.306372689	-0.244229054	Low	Low	988.1061394	-1.750361609	-0.788973052	1138.363136	0.043197241	0.323360643
X49.91.1.H.16S_000000000.JCHFT	2019_E_91	49-91-1-H-16S	E1	49	2018-2019	Heel	16S	A	91-1-H	SON5193	JCHFT	1	91	91	Sagitta	E	E_91	NAGELE	NA	Unknown	Clay	E_91	1180.7402	-1.306372689	-0.244229054	Low	Low	988.1061394	-1.750361609	-0.788973052	1138.363136	0.043197241	0.323360643
X113.96.3.H.16S_000000000.JCG3L	2019_E_96	113-96-3-H-16S	B5	113	2018-2019	Heel	16S	B	96-3-H	SON5194	JCG3L	3	96	96	Sagitta	E	E_96	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_96	1162.057117	-1.450637491	-0.312144117	Low	Low	1172.81029	-0.211246509	-0.095338815	1140.473272	0.069636936	0.342762762
X108.96.2.H.16S_000000000.JCG3L	2019_E_96	108-96-2-H-16S	A12	108	2018-2019	Heel	16S	B	96-2-H	SON5194	JCG3L	2	96	96	Sagitta	E	E_96	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_96	1162.057117	-1.450637491	-0.312144117	Low	Low	1172.81029	-0.211246509	-0.095338815	1140.473272	0.069636936	0.342762762
X187.96.4.H.16S_000000000.J9RYW	2019_E_96	187-96-4-H-16S	H7	187	2018-2019	Heel	16S	B	96-4-H	SON5195	J9RYW	4	96	96	Sagitta	E	E_96	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_96	1162.057117	-1.450637491	-0.312144117	Low	Low	1172.81029	-0.211246509	-0.095338815	1140.473272	0.069636936	0.342762762
X8.96.1.H.16S_000000000.JC8YT	2019_E_96	8-96-1-H-16S	A8	8	2018-2019	Heel	16S	A	96-1-H	SON5064	JC8YT	1	96	96	Sagitta	E	E_96	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_96	1162.057117	-1.450637491	-0.312144117	Low	Low	1172.81029	-0.211246509	-0.095338815	1140.473272	0.069636936	0.342762762
X183.98.4.H.16S_000000000.J9RYW	2019_E_98	183-98-4-H-16S	H3	183	2018-2019	Heel	16S	B	98-4-H	SON5195	J9RYW	4	98	98	Sagitta	E	E_98	MARRUM	NA	Unknown	Clay	E_98	1157.480646	-1.485975546	-0.328780097	Low	Low	1264.999755	0.556956027	0.250867638	1143.320458	0.105311775	0.368941864
X150.98.3.H.16S_000000000.J9RYW	2019_E_98	150-98-3-H-16S	E6	150	2018-2019	Heel	16S	B	98-3-H	SON5195	J9RYW	3	98	98	Sagitta	E	E_98	MARRUM	NA	Unknown	Clay	E_98	1157.480646	-1.485975546	-0.328780097	Low	Low	1264.999755	0.556956027	0.250867638	1143.320458	0.105311775	0.368941864
X114.98.2.H.16S_000000000.JCG3L	2019_E_98	114-98-2-H-16S	B6	114	2018-2019	Heel	16S	B	98-2-H	SON5194	JCG3L	2	98	98	Sagitta	E	E_98	MARRUM	NA	Unknown	Clay	E_98	1157.480646	-1.485975546	-0.328780097	Low	Low	1264.999755	0.556956027	0.250867638	1143.320458	0.105311775	0.368941864
X77.98.1.H.16S_000000000.JCHFT	2019_E_98	77-98-1-H-16S	G5	77	2018-2019	Heel	16S	A	98-1-H	SON5193	JCHFT	1	98	98	Sagitta	E	E_98	MARRUM	NA	Unknown	Clay	E_98	1157.480646	-1.485975546	-0.328780097	Low	Low	1264.999755	0.556956027	0.250867638	1143.320458	0.105311775	0.368941864
X48.122.2.H.16S_000000000.JC8YT	2019_F_122	48-122-2-H-16S	D12	48	2018-2019	Heel	16S	A	122-2-H	SON5064	JC8YT	2	122	202	Seresta	F	F_122	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_122	1143.60395	-1.500772045	-0.379223413	Low	Low	965.3232384	-2.099542229	-0.874531498	878.5328866	-3.553329225	-2.065707269
X166.122.4.H.16S_000000000.J9RYW	2019_F_122	166-122-4-H-16S	F10	166	2018-2019	Heel	16S	B	122-4-H	SON5195	J9RYW	4	122	202	Seresta	F	F_122	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_122	1143.60395	-1.500772045	-0.379223413	Low	Low	965.3232384	-2.099542229	-0.874531498	878.5328866	-3.553329225	-2.065707269
X127.122.1.H.16S_000000000.JCG3L	2019_F_122	127-122-1-H-16S	C7	127	2018-2019	Heel	16S	B	122-1-H	SON5194	JCG3L	1	122	202	Seresta	F	F_122	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_122	1143.60395	-1.500772045	-0.379223413	Low	Low	965.3232384	-2.099542229	-0.874531498	878.5328866	-3.553329225	-2.065707269
Heel2018.122.3.H.16S_000000000.JK6WL	2019_F_122	Heel2018-122-3-H-16S	H6	755	2018-2019	Heel	16S	A	122-3-H	SON5822	JK6WL	3	122	202	Seresta	F	F_122	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_122	1143.60395	-1.500772045	-0.379223413	Low	Low	965.3232384	-2.099542229	-0.874531498	878.5328866	-3.553329225	-2.065707269
Heel2018.125.4.H.16S_000000000.JMHR7	2019_F_125	Heel2018-125-4-H-16S	B7	731	2018-2019	Heel	16S	C	125-4-H	SON5821	JMHR7	4	125	205	Seresta	F	F_125	Westernieland	Wintertarwe	Wheat	Clay	F_125	1355.895073	-0.172616263	0.392478207	Middle	Middle	1321.395437	1.107941228	0.462654843	1128.569536	0.527315516	0.233311174
X143.125.3.H.16S_000000000.JCG3L	2019_F_125	143-125-3-H-16S	D11	143	2018-2019	Heel	16S	B	125-3-H	SON5194	JCG3L	3	125	205	Seresta	F	F_125	Westernieland	Wintertarwe	Wheat	Clay	F_125	1355.895073	-0.172616263	0.392478207	Middle	Middle	1321.395437	1.107941228	0.462654843	1128.569536	0.527315516	0.233311174
X178.125.1.H.16S_000000000.J9RYW	2019_F_125	178-125-1-H-16S	G10	178	2018-2019	Heel	16S	B	125-1-H	SON5195	J9RYW	1	125	205	Seresta	F	F_125	Westernieland	Wintertarwe	Wheat	Clay	F_125	1355.895073	-0.172616263	0.392478207	Middle	Middle	1321.395437	1.107941228	0.462654843	1128.569536	0.527315516	0.233311174
X121.125.2.H.16S_000000000.JCG3L	2019_F_125	121-125-2-H-16S	C1	121	2018-2019	Heel	16S	B	125-2-H	SON5194	JCG3L	2	125	205	Seresta	F	F_125	Westernieland	Wintertarwe	Wheat	Clay	F_125	1355.895073	-0.172616263	0.392478207	Middle	Middle	1321.395437	1.107941228	0.462654843	1128.569536	0.527315516	0.233311174
X11.137.3.H.16S_000000000.JC8YT	2019_F_137	11-137-3-H-16S	A11	11	2018-2019	Heel	16S	A	137-3-H	SON5064	JC8YT	3	137	217	Seresta	F	F_137	WARFFUM	NA	Unknown	Clay	F_137	1156.501321	-1.420082295	-0.33234005	Low	Low	1101.840718	-0.869798487	-0.361856513	1070.307319	-0.423534729	-0.302393938
X65.137.2.H.16S_000000000.JCHFT	2019_F_137	65-137-2-H-16S	F5	65	2018-2019	Heel	16S	A	137-2-H	SON5193	JCHFT	2	137	217	Seresta	F	F_137	WARFFUM	NA	Unknown	Clay	F_137	1156.501321	-1.420082295	-0.33234005	Low	Low	1101.840718	-0.869798487	-0.361856513	1070.307319	-0.423534729	-0.302393938
X71.139.1.H.16S_000000000.JCHFT	2019_F_139	71-139-1-H-16S	F11	71	2018-2019	Heel	16S	A	139-1-H	SON5193	JCHFT	1	139	219	Seresta	F	F_139	SIDDEBUREN	Tarwe	Wheat	Sand	F_139	1422.217659	0.242317369	0.633568116	Middle	Middle	1188.118351	-0.092613183	-0.037851234	1126.261367	0.489645777	0.212088198
Heel2018.139.2.H.16S_000000000.JK6WL	2019_F_139	Heel2018-139-2-H-16S	H12	755	2018-2019	Heel	16S	A	139-2-H	SON5822	JK6WL	2	139	219	Seresta	F	F_139	SIDDEBUREN	Tarwe	Wheat	Sand	F_139	1422.217659	0.242317369	0.633568116	Middle	Middle	1188.118351	-0.092613183	-0.037851234	1126.261367	0.489645777	0.212088198
X185.139.4.H.16S_000000000.J9RYW	2019_F_139	185-139-4-H-16S	H5	185	2018-2019	Heel	16S	B	139-4-H	SON5195	J9RYW	4	139	219	Seresta	F	F_139	SIDDEBUREN	Tarwe	Wheat	Sand	F_139	1422.217659	0.242317369	0.633568116	Middle	Middle	1188.118351	-0.092613183	-0.037851234	1126.261367	0.489645777	0.212088198
Heel2018.139.3.H.16S_000000000.JMHR7	2019_F_139	Heel2018-139-3-H-16S	D7	755	2018-2019	Heel	16S	C	139-3-H	SON5821	JMHR7	3	139	219	Seresta	F	F_139	SIDDEBUREN	Tarwe	Wheat	Sand	F_139	1422.217659	0.242317369	0.633568116	Middle	Middle	1188.118351	-0.092613183	-0.037851234	1126.261367	0.489645777	0.212088198
X82.181.4.H.16S_000000000.JCHFT	2019_F_144	82-181-4-H-16S	G10	82	2018-2019	Heel	16S	A	181-4-H	SON5193	JCHFT	4	144	224	Seresta	F	F_144	WIERDEN	Grasland	Grass	Sand	F_144	1520.326801	0.85611705	0.990205655	High	Middle	1224.262476	0.232971581	0.097883683	1162.023256	1.073286469	0.54090896
X62.181.2.H.16S_000000000.JCHFT	2019_F_144	62-181-2-H-16S	F2	62	2018-2019	Heel	16S	A	181-2-H	SON5193	JCHFT	2	144	224	Seresta	F	F_144	WIERDEN	Grasland	Grass	Sand	F_144	1520.326801	0.85611705	0.990205655	High	Middle	1224.262476	0.232971581	0.097883683	1162.023256	1.073286469	0.54090896
X64.181.1.H.16S_000000000.JCHFT	2019_F_144	64-181-1-H-16S	F4	64	2018-2019	Heel	16S	A	181-1-H	SON5193	JCHFT	1	144	224	Seresta	F	F_144	WIERDEN	Grasland	Grass	Sand	F_144	1520.326801	0.85611705	0.990205655	High	Middle	1224.262476	0.232971581	0.097883683	1162.023256	1.073286469	0.54090896
X112.181.3.H.16S_000000000.JCG3L	2019_F_144	112-181-3-H-16S	B4	112	2018-2019	Heel	16S	B	181-3-H	SON5194	JCG3L	3	144	224	Seresta	F	F_144	WIERDEN	Grasland	Grass	Sand	F_144	1520.326801	0.85611705	0.990205655	High	Middle	1224.262476	0.232971581	0.097883683	1162.023256	1.073286469	0.54090896
X59.149.2.H.16S_000000000.JCHFT	2019_F_149	59-149-2-H-16S	E11	59	2018-2019	Heel	16S	A	149-2-H	SON5193	JCHFT	2	149	229	Seresta	F	F_149	HELLUM	Mais	Maize	Sand	F_149	1641.428323	1.613763835	1.43042303	High	High	1310.886503	1.013277187	0.423189803	1045.683725	-0.825396366	-0.52880113
X111.149.1.H.16S_000000000.JCG3L	2019_F_149	111-149-1-H-16S	B3	111	2018-2019	Heel	16S	B	149-1-H	SON5194	JCG3L	1	149	229	Seresta	F	F_149	HELLUM	Mais	Maize	Sand	F_149	1641.428323	1.613763835	1.43042303	High	High	1310.886503	1.013277187	0.423189803	1045.683725	-0.825396366	-0.52880113
X18.149.3.H.16S_000000000.JC8YT	2019_F_149	18-149-3-H-16S	B6	18	2018-2019	Heel	16S	A	149-3-H	SON5064	JC8YT	3	149	229	Seresta	F	F_149	HELLUM	Mais	Maize	Sand	F_149	1641.428323	1.613763835	1.43042303	High	High	1310.886503	1.013277187	0.423189803	1045.683725	-0.825396366	-0.52880113
X19.149.4.H.16S_000000000.JC8YT	2019_F_149	19-149-4-H-16S	B7	19	2018-2019	Heel	16S	A	149-4-H	SON5064	JC8YT	4	149	229	Seresta	F	F_149	HELLUM	Mais	Maize	Sand	F_149	1641.428323	1.613763835	1.43042303	High	High	1310.886503	1.013277187	0.423189803	1045.683725	-0.825396366	-0.52880113
X101.151.4.H.16S_000000000.JCG3L	2019_F_151	101-151-4-H-16S	A5	101	2018-2019	Heel	16S	B	151-4-H	SON5194	JCG3L	4	151	231	Seresta	F	F_151	SCHOONLOO	Grasland	Grass	Sand	F_151	1152.166865	-1.447199925	-0.348096273	Low	Low	1111.423682	-0.783475549	-0.325868843	1078.952452	-0.282444547	-0.222904311
X66.151.2.H.16S_000000000.JCHFT	2019_F_151	66-151-2-H-16S	F6	66	2018-2019	Heel	16S	A	151-2-H	SON5193	JCHFT	2	151	231	Seresta	F	F_151	SCHOONLOO	Grasland	Grass	Sand	F_151	1152.166865	-1.447199925	-0.348096273	Low	Low	1111.423682	-0.783475549	-0.325868843	1078.952452	-0.282444547	-0.222904311
X73.151.3.H.16S_000000000.JCHFT	2019_F_151	73-151-3-H-16S	G1	73	2018-2019	Heel	16S	A	151-3-H	SON5193	JCHFT	3	151	231	Seresta	F	F_151	SCHOONLOO	Grasland	Grass	Sand	F_151	1152.166865	-1.447199925	-0.348096273	Low	Low	1111.423682	-0.783475549	-0.325868843	1078.952452	-0.282444547	-0.222904311
X76.151.1.H.16S_000000000.JCHFT	2019_F_151	76-151-1-H-16S	G4	76	2018-2019	Heel	16S	A	151-1-H	SON5193	JCHFT	1	151	231	Seresta	F	F_151	SCHOONLOO	Grasland	Grass	Sand	F_151	1152.166865	-1.447199925	-0.348096273	Low	Low	1111.423682	-0.783475549	-0.325868843	1078.952452	-0.282444547	-0.222904311
X152.152.1.H.16S_000000000.J9RYW	2019_F_152	152-152-1-H-16S	E8	152	2018-2019	Heel	16S	B	152-1-H	SON5195	J9RYW	1	152	232	Seresta	F	F_152	SCHOONLOO	Grasland	Grass	Sand	F_152	1191.557709	-1.200759205	-0.204906215	Low	Low	1079.871732	-1.067694199	-0.444358401	1105.997278	0.158932053	0.025765448
X34.152.3.H.16S_000000000.JC8YT	2019_F_152	34-152-3-H-16S	C10	34	2018-2019	Heel	16S	A	152-3-H	SON5064	JC8YT	3	152	232	Seresta	F	F_152	SCHOONLOO	Grasland	Grass	Sand	F_152	1191.557709	-1.200759205	-0.204906215	Low	Low	1079.871732	-1.067694199	-0.444358401	1105.997278	0.158932053	0.025765448
X20.152.2.H.16S_000000000.JC8YT	2019_F_152	20-152-2-H-16S	B8	20	2018-2019	Heel	16S	A	152-2-H	SON5064	JC8YT	2	152	232	Seresta	F	F_152	SCHOONLOO	Grasland	Grass	Sand	F_152	1191.557709	-1.200759205	-0.204906215	Low	Low	1079.871732	-1.067694199	-0.444358401	1105.997278	0.158932053	0.025765448
X161.152.4.H.16S_000000000.J9RYW	2019_F_152	161-152-4-H-16S	F5	161	2018-2019	Heel	16S	B	152-4-H	SON5195	J9RYW	4	152	232	Seresta	F	F_152	SCHOONLOO	Grasland	Grass	Sand	F_152	1191.557709	-1.200759205	-0.204906215	Low	Low	1079.871732	-1.067694199	-0.444358401	1105.997278	0.158932053	0.025765448
X160.157.3.H.16S_000000000.J9RYW	2019_F_157	160-157-3-H-16S	F4	160	2018-2019	Heel	16S	B	157-3-H	SON5195	J9RYW	3	157	237	Seresta	F	F_157	ROLDE	Grasland	Grass	Sand	F_157	1596.676388	1.333782552	1.267744816	High	High	1298.870161	0.905034484	0.378063876	1049.348346	-0.765589067	-0.495105944
X123.157.4.H.16S_000000000.JCG3L	2019_F_157	123-157-4-H-16S	C3	123	2018-2019	Heel	16S	B	157-4-H	SON5194	JCG3L	4	157	237	Seresta	F	F_157	ROLDE	Grasland	Grass	Sand	F_157	1596.676388	1.333782552	1.267744816	High	High	1298.870161	0.905034484	0.378063876	1049.348346	-0.765589067	-0.495105944
X132.157.2.H.16S_000000000.JCG3L	2019_F_157	132-157-2-H-16S	C12	132	2018-2019	Heel	16S	B	157-2-H	SON5194	JCG3L	2	157	237	Seresta	F	F_157	ROLDE	Grasland	Grass	Sand	F_157	1596.676388	1.333782552	1.267744816	High	High	1298.870161	0.905034484	0.378063876	1049.348346	-0.765589067	-0.495105944
Heel2018.157.1.H.16S_000000000.JMHR7	2019_F_157	Heel2018-157-1-H-16S	C11	747	2018-2019	Heel	16S	C	157-1-H	SON5821	JMHR7	1	157	237	Seresta	F	F_157	ROLDE	Grasland	Grass	Sand	F_157	1596.676388	1.333782552	1.267744816	High	High	1298.870161	0.905034484	0.378063876	1049.348346	-0.765589067	-0.495105944
Heel2018.158.3.H.16S_000000000.JMHR7	2019_F_158	Heel2018-158-3-H-16S	B1	725	2018-2019	Heel	16S	C	158-3-H	SON5821	JMHR7	3	158	238	Seresta	F	F_158	ROLDE	Mais 	Maize	Sand	F_158	1607.445524	1.401157442	1.306891814	High	High	1257.967124	0.536581637	0.224457436	1003.98279	-1.505963411	-0.912229801
X148.158.4.H.16S_000000000.J9RYW	2019_F_158	148-158-4-H-16S	E4	148	2018-2019	Heel	16S	B	158-4-H	SON5195	J9RYW	4	158	238	Seresta	F	F_158	ROLDE	Mais 	Maize	Sand	F_158	1607.445524	1.401157442	1.306891814	High	High	1257.967124	0.536581637	0.224457436	1003.98279	-1.505963411	-0.912229801
X104.158.1.H.16S_000000000.JCG3L	2019_F_158	104-158-1-H-16S	A8	104	2018-2019	Heel	16S	B	158-1-H	SON5194	JCG3L	1	158	238	Seresta	F	F_158	ROLDE	Mais 	Maize	Sand	F_158	1607.445524	1.401157442	1.306891814	High	High	1257.967124	0.536581637	0.224457436	1003.98279	-1.505963411	-0.912229801
