SampleID,SampleName,SampleNo,SampleType,LibraryType,Year,TubeName,Seedlot,OriginalNo,RepNo,VarietyFullName,Variety,Year_Plot,Plot,Location,PreCrop,PreCrop_clean,SoilType
X19.183.1.O.16S_000000000.J99GR,19_183_1_O_16S,W19,eye,16S,2018-2019,183-O-1,170,250,1,Festien,C,2019_C_170,C_170,WESTHOEK,NA,Unknown,Clay
X31.183.4.O.16S_000000000.J99GR,31_183_4_O_16S,W31,eye,16S,2018-2019,183-O-4,170,250,4,Festien,C,2019_C_170,C_170,WESTHOEK,NA,Unknown,Clay
X5.183.2.O.16S_000000000.J99GR,5_183_2_O_16S,W5,eye,16S,2018-2019,183-O-2,170,250,2,Festien,C,2019_C_170,C_170,WESTHOEK,NA,Unknown,Clay
HeelEye2019.170.12.E.16S_000000000.JMHTR,HeelEye2019-170-12-E-16S,655,Eye,16S,2019-2020,170-12-E,170,170,12,Festien,C,2020_C_170,C_170,ROLDE,NA,Unknown,Sand
HeelEye2019.170.34.E.16S_000000000.JKP3P,HeelEye2019-170-34-E-16S,103,Eye,16S,2019-2020,170-34-E,170,170,34,Festien,C,2020_C_170,C_170,ROLDE,NA,Unknown,Sand
HeelEye2019.171.12.E.16S_000000000.JMM89,HeelEye2019-171-12-E-16S,214,Eye,16S,2019-2020,171-12-E,171,171,12,Festien,C,2020_C_171,C_171,LUTTELGEEST,NA,Unknown,Sand
HeelEye2019.171.34.E.16S_000000000.JFHYF,HeelEye2019-171-34-E-16S,25,Eye,16S,2019-2020,171-34-E,171,171,34,Festien,C,2020_C_171,C_171,LUTTELGEEST,NA,Unknown,Sand
HeelEye2019.172.12.E.16S_000000000.JLB35,HeelEye2019-172-12-E-16S,489,Eye,16S,2019-2020,172-12-E,172,172,12,Festien,C,2020_C_172,C_172,WACHTUM,NA,Unknown,Sand
HeelEye2019.172.34.E.16S_000000000.JKRF4,HeelEye2019-172-34-E-16S,173,Eye,16S,2019-2020,172-34-E,172,172,34,Festien,C,2020_C_172,C_172,WACHTUM,NA,Unknown,Sand
HeelEye2019.173.12.E.16S_000000000.JMLM7,HeelEye2019-173-12-E-16S,380,Eye,16S,2019-2020,173-12-E,173,173,12,Festien,C,2020_C_173,C_173,HELLUM,NA,Unknown,Sand
HeelEye2019.173.34.E.16S_000000000.JLBCC,HeelEye2019-173-34-E-16S,597,Eye,16S,2019-2020,173-34-E,173,173,34,Festien,C,2020_C_173,C_173,HELLUM,NA,Unknown,Sand
HeelEye2019.174.12.E.16S_000000000.JLBMN,HeelEye2019-174-12-E-16S,416,Eye,16S,2019-2020,174-12-E,174,174,12,Festien,C,2020_C_174,C_174,HELLUM,NA,Unknown,Clay
HeelEye2019.174.34.E.16S_000000000.JMM89,HeelEye2019-174-34-E-16S,193,Eye,16S,2019-2020,174-34-E,174,174,34,Festien,C,2020_C_174,C_174,HELLUM,NA,Unknown,Clay
HeelEye2019.175.12.E.16S_000000000.JLHG5,HeelEye2019-175-12-E-16S,292,Eye,16S,2019-2020,175-12-E,175,175,12,Festien,C,2020_C_175,C_175,SIDDEBUREN,Tarwe en groenbemester,Wheat,Sand
HeelEye2019.175.34.E.16S_000000000.JK6WL,HeelEye2019-175-34-E-16S,688,Eye,16S,2019-2020,175-34-E,175,175,34,Festien,C,2020_C_175,C_175,SIDDEBUREN,Tarwe en groenbemester,Wheat,Sand
HeelEye2019.176.12.E.16S_000000000.JFHYF,HeelEye2019-176-12-E-16S,37,Eye,16S,2019-2020,176-12-E,176,176,12,Festien,C,2020_C_176,C_176,HOGE HEXEL,NA,Unknown,Sand
HeelEye2019.176.34.E.16S_000000000.JMHTR,HeelEye2019-176-34-E-16S,634,Eye,16S,2019-2020,176-34-E,176,176,34,Festien,C,2020_C_176,C_176,HOGE HEXEL,NA,Unknown,Sand
HeelEye2019.177.12.E.16S_000000000.JLBCC,HeelEye2019-177-12-E-16S,577,Eye,16S,2019-2020,177-12-E,177,177,12,Festien,C,2020_C_177,C_177,WIERDEN,NA,Unknown,Sand
HeelEye2019.177.34.E.16S_000000000.JMLN7,HeelEye2019-177-34-E-16S,563,Eye,16S,2019-2020,177-34-E,177,177,34,Festien,C,2020_C_177,C_177,WIERDEN,NA,Unknown,Sand
HeelEye2019.178.12.E.16S_000000000.JH6L7,HeelEye2019-178-12-E-16S,85,Eye,16S,2019-2020,178-12-E,178,178,12,Festien,C,2020_C_178,C_178,WIERDEN,NA,Unknown,Sand
HeelEye2019.178.34.E.16S_000000000.JH6L7,HeelEye2019-178-34-E-16S,50,Eye,16S,2019-2020,178-34-E,178,178,34,Festien,C,2020_C_178,C_178,WIERDEN,NA,Unknown,Sand
S127.178.O.3.16S_000000000.J58CV,127-178-O-3-16S,127,eye,16S,2018-2019,178-O-3,178,258,3,Festien,C,2019_C_178,C_178,LUTTELGEEST,NA,Unknown,Clay
S15.178.O.2.16S_000000000.J59B3,15-178-O-2-16S,15,eye,16S,2018-2019,178-O-2,178,258,2,Festien,C,2019_C_178,C_178,LUTTELGEEST,NA,Unknown,Clay
S69.178.O.4.16S_000000000.J53BN,69-178-O-4-16S,69,eye,16S,2018-2019,178-O-4,178,258,4,Festien,C,2019_C_178,C_178,LUTTELGEEST,NA,Unknown,Clay
S90.178.O.1.16S_000000000.J53BN,90-178-O-1-16S,90,eye,16S,2018-2019,178-O-1,178,258,1,Festien,C,2019_C_178,C_178,LUTTELGEEST,NA,Unknown,Clay
HeelEye2019.179.12.E.16S_000000000.JLBCC,HeelEye2019-179-12-E-16S,596,Eye,16S,2019-2020,179-12-E,179,179,12,Festien,C,2020_C_179,C_179,MARKNESSE,NA,Unknown,Clay
HeelEye2019.179.34.E.16S_000000000.JMHTR,HeelEye2019-179-34-E-16S,663,Eye,16S,2019-2020,179-34-E,179,179,34,Festien,C,2020_C_179,C_179,MARKNESSE,NA,Unknown,Clay
S148.157.O.4.16S_000000000.J52V7,148-157-O-4-16S,148,eye,16S,2018-2019,179-O-4,179,259,4,Festien,C,2019_C_179,C_179,RUTTEN,NA,Unknown,Clay
S156.157.O.3.16S_000000000.J52V7,156-157-O-3-16S,156,eye,16S,2018-2019,179-O-3,179,259,3,Festien,C,2019_C_179,C_179,RUTTEN,NA,Unknown,Clay
S191.157.O.2.16S_000000000.J52V7,191-157-O-2-16S,191,eye,16S,2018-2019,179-O-2,179,259,2,Festien,C,2019_C_179,C_179,RUTTEN,NA,Unknown,Clay
S87.157.O.1.16S_000000000.J53BN,87-157-O-1-16S,87,eye,16S,2018-2019,179-O-1,179,259,1,Festien,C,2019_C_179,C_179,RUTTEN,NA,Unknown,Clay
HeelEye2019.180.12.E.16S_000000000.JMHTR,HeelEye2019-180-12-E-16S,640,Eye,16S,2019-2020,180-12-E,180,180,12,Festien,C,2020_C_180,C_180,WIJSTER,NA,Unknown,Sand
HeelEye2019.180.34.E.16S_000000000.JMM89,HeelEye2019-180-34-E-16S,199,Eye,16S,2019-2020,180-34-E,180,180,34,Festien,C,2020_C_180,C_180,WIJSTER,NA,Unknown,Sand
S135.180.O.2.16S_000000000.J58CV,135-180-O-2-16S,135,eye,16S,2018-2019,180-O-2,180,260,2,Festien,C,2019_C_180,C_180,RUTTEN,NA,Unknown,Sand
S84.180.O.4.16S_000000000.J53BN,84-180-O-4-16S,84,eye,16S,2018-2019,180-O-4,180,260,4,Festien,C,2019_C_180,C_180,RUTTEN,NA,Unknown,Sand
S9.180.O.1.16S_000000000.J59B3,9-180-O-1-16S,9,eye,16S,2018-2019,180-O-1,180,260,1,Festien,C,2019_C_180,C_180,RUTTEN,NA,Unknown,Sand
HeelEye2019.61.12.E.16S_000000000.JLB35,HeelEye2019-61-12-E-16S,481,Eye,16S,2019-2020,61-12-E,61,61,12,Innovator,D,2020_D_61,D_61,EENUM,tarwe en groenbemester,Wheat,Clay
HeelEye2019.61.34.E.16S_000000000.JFHYF,HeelEye2019-61-34-E-16S,33,Eye,16S,2019-2020,61-34-E,61,61,34,Innovator,D,2020_D_61,D_61,EENUM,tarwe en groenbemester,Wheat,Clay
HeelEye2019.62.12.E.16S_000000000.JMMDW,HeelEye2019-62-12-E-16S,443,Eye,16S,2019-2020,62-12-E,62,62,12,Innovator,D,2020_D_62,D_62,HOLWIERDE,NA,Unknown,Clay
HeelEye2019.62.34.E.16S_000000000.JH6L7,HeelEye2019-62-34-E-16S,57,Eye,16S,2019-2020,62-34-E,62,62,34,Innovator,D,2020_D_62,D_62,HOLWIERDE,NA,Unknown,Clay
X24.63.3.O.16S_000000000.J99GR,24_63_3_O_16S,W24,eye,16S,2018-2019,63-O-3,63,63,3,Innovator,D,2019_D_63,D_63,FERWERT,Brouwgerst en gras,Barley,Clay
HeelEye2019.63.12.E.16S_000000000.JKP74,HeelEye2019-63-12-E-16S,273,Eye,16S,2019-2020,63-12-E,63,63,12,Innovator,D,2020_D_63,D_63,USQUERT,NA,Unknown,Clay
HeelEye2019.63.34.E.16S_000000000.JK6WL,HeelEye2019-63-34-E-16S,685,Eye,16S,2019-2020,63-34-E,63,63,34,Innovator,D,2020_D_63,D_63,USQUERT,NA,Unknown,Clay
S34.63.O.4.16S_000000000.J59B3,34-63-O-4-16S,34,eye,16S,2018-2019,63-O-4,63,63,4,Innovator,D,2019_D_63,D_63,FERWERT,Brouwgerst en gras,Barley,Clay
S57.63.O.2.16S_000000000.J53BN,57-63-O-2-16S,57,eye,16S,2018-2019,63-O-2,63,63,2,Innovator,D,2019_D_63,D_63,FERWERT,Brouwgerst en gras,Barley,Clay
S76.63.O.1.16S_000000000.J53BN,76-63-O-1-16S,76,eye,16S,2018-2019,63-O-1,63,63,1,Innovator,D,2019_D_63,D_63,FERWERT,Brouwgerst en gras,Barley,Clay
HeelEye2019.64.12.E.16S_000000000.JLBCC,HeelEye2019-64-12-E-16S,613,Eye,16S,2019-2020,64-12-E,64,64,12,Innovator,D,2020_D_64,D_64,USQUERT,NA,Unknown,Clay
HeelEye2019.64.34.E.16S_000000000.JLHG5,HeelEye2019-64-34-E-16S,304,Eye,16S,2019-2020,64-34-E,64,64,34,Innovator,D,2020_D_64,D_64,USQUERT,NA,Unknown,Clay
HeelEye2019.65.12.E.16S_000000000.JKP3P,HeelEye2019-65-12-E-16S,137,Eye,16S,2019-2020,65-12-E,65,65,12,Innovator,D,2020_D_65,D_65,ZANDEWEER,Wintertarwe,Wheat,Clay
HeelEye2019.65.34.E.16S_000000000.JLBMN,HeelEye2019-65-34-E-16S,413,Eye,16S,2019-2020,65-34-E,65,65,34,Innovator,D,2020_D_65,D_65,ZANDEWEER,Wintertarwe,Wheat,Clay
S136.65.O.3.16S_000000000.J58CV,136-65-O-3-16S,136,eye,16S,2018-2019,65-O-3,65,65,3,Innovator,D,2019_D_65,D_65,ANNA PAULOWNA,Suikerbieten,Sugar beet,Clay
S144.65.O.2.16S_000000000.J58CV,144-65-O-2-16S,144,eye,16S,2018-2019,65-O-2,65,65,2,Innovator,D,2019_D_65,D_65,ANNA PAULOWNA,Suikerbieten,Sugar beet,Clay
S147.65.O.4.16S_000000000.J52V7,147-65-O-4-16S,147,eye,16S,2018-2019,65-O-4,65,65,4,Innovator,D,2019_D_65,D_65,ANNA PAULOWNA,Suikerbieten,Sugar beet,Clay
S155.65.O.1.16S_000000000.J52V7,155-65-O-1-16S,155,eye,16S,2018-2019,65-O-1,65,65,1,Innovator,D,2019_D_65,D_65,ANNA PAULOWNA,Suikerbieten,Sugar beet,Clay
HeelEye2019.66.12.E.16S_000000000.JFHYF,HeelEye2019-66-12-E-16S,44,Eye,16S,2019-2020,66-12-E,66,66,12,Innovator,D,2020_D_66,D_66,UITHUIZERMEEDEN,Bieten,Sugar beet,Clay
HeelEye2019.66.34.E.16S_000000000.JMLN7,HeelEye2019-66-34-E-16S,542,Eye,16S,2019-2020,66-34-E,66,66,34,Innovator,D,2020_D_66,D_66,UITHUIZERMEEDEN,Bieten,Sugar beet,Clay
HeelEye2019.67.12.E.16S_000000000.JK6WL,HeelEye2019-67-12-E-16S,698,Eye,16S,2019-2020,67-12-E,67,67,12,Innovator,D,2020_D_67,D_67,WARFFUM,Wintertarwe,Wheat,Clay
HeelEye2019.67.34.E.16S_000000000.JMM89,HeelEye2019-67-34-E-16S,220,Eye,16S,2019-2020,67-34-E,67,67,34,Innovator,D,2020_D_67,D_67,WARFFUM,Wintertarwe,Wheat,Clay
HeelEye2019.68.12.E.16S_000000000.JKP74,HeelEye2019-68-12-E-16S,249,Eye,16S,2019-2020,68-12-E,68,68,12,Innovator,D,2020_D_68,D_68,MUNNEKEZIJL,NA,Unknown,Clay
HeelEye2019.68.34.E.16S_000000000.JLHG5,HeelEye2019-68-34-E-16S,297,Eye,16S,2019-2020,68-34-E,68,68,34,Innovator,D,2020_D_68,D_68,MUNNEKEZIJL,NA,Unknown,Clay
HeelEye2019.69.12.E.16S_000000000.JH6L7,HeelEye2019-69-12-E-16S,89,Eye,16S,2019-2020,69-12-E,69,69,12,Innovator,D,2020_D_69,D_69,ANJUM,NA,Unknown,Clay
HeelEye2019.69.34.E.16S_000000000.JMLN7,HeelEye2019-69-34-E-16S,561,Eye,16S,2019-2020,69-34-E,69,69,34,Innovator,D,2020_D_69,D_69,ANJUM,NA,Unknown,Clay
HeelEye2019.70.12.E.16S_000000000.JLHG5,HeelEye2019-70-12-E-16S,323,Eye,16S,2019-2020,70-12-E,70,70,12,Innovator,D,2020_D_70,D_70,FERWERT,NA,Unknown,Clay
HeelEye2019.70.34.E.16S_000000000.JMHTR,HeelEye2019-70-34-E-16S,631,Eye,16S,2019-2020,70-34-E,70,70,34,Innovator,D,2020_D_70,D_70,FERWERT,NA,Unknown,Clay
HeelEye2019.71.12.E.16S_000000000.JMLN7,HeelEye2019-71-12-E-16S,558,Eye,16S,2019-2020,71-12-E,71,71,12,Innovator,D,2020_D_71,D_71,MARRUM,NA,Unknown,Clay
HeelEye2019.71.34.E.16S_000000000.JKRF4,HeelEye2019-71-34-E-16S,175,Eye,16S,2019-2020,71-34-E,71,71,34,Innovator,D,2020_D_71,D_71,MARRUM,NA,Unknown,Clay
HeelEye2019.72.12.E.16S_000000000.JMLM7,HeelEye2019-72-12-E-16S,364,Eye,16S,2019-2020,72-12-E,72,72,12,Innovator,D,2020_D_72,D_72,WESTHOEK,NA,Unknown,Clay
HeelEye2019.72.34.E.16S_000000000.JLBCC,HeelEye2019-72-34-E-16S,611,Eye,16S,2019-2020,72-34-E,72,72,34,Innovator,D,2020_D_72,D_72,WESTHOEK,NA,Unknown,Clay
HeelEye2019.73.12.E.16S_000000000.JKRF4,HeelEye2019-73-12-E-16S,184,Eye,16S,2019-2020,73-12-E,73,73,12,Innovator,D,2020_D_73,D_73,DRONRIJP,Zomertarwe,Wheat,Clay
HeelEye2019.73.34.E.16S_000000000.JFHYF,HeelEye2019-73-34-E-16S,17,Eye,16S,2019-2020,73-34-E,73,73,34,Innovator,D,2020_D_73,D_73,DRONRIJP,Zomertarwe,Wheat,Clay
HeelEye2019.74.12.E.16S_000000000.JMLM7,HeelEye2019-74-12-E-16S,348,Eye,16S,2019-2020,74-12-E,74,74,12,Innovator,D,2020_D_74,D_74,OUDE BILDTZIJL,NA,Unknown,Clay
HeelEye2019.74.34.E.16S_000000000.JMM89,HeelEye2019-74-34-E-16S,235,Eye,16S,2019-2020,74-34-E,74,74,34,Innovator,D,2020_D_74,D_74,OUDE BILDTZIJL,NA,Unknown,Clay
X17.75.2.O.16S_000000000.J99GR,17_75_2_O_16S,W17,eye,16S,2018-2019,75-O-2,75,75,2,Innovator,D,2019_D_75,D_75,TOLLEBEEK,Witlof,Chicory,Clay
HeelEye2019.75.12.E.16S_000000000.JMLN7,HeelEye2019-75-12-E-16S,536,Eye,16S,2019-2020,75-12-E,75,75,12,Innovator,D,2020_D_75,D_75,OUDE BILDTZIJL,Suikerbieten,Sugar beet,Clay
HeelEye2019.75.34.E.16S_000000000.JMM89,HeelEye2019-75-34-E-16S,236,Eye,16S,2019-2020,75-34-E,75,75,34,Innovator,D,2020_D_75,D_75,OUDE BILDTZIJL,Suikerbieten,Sugar beet,Clay
S107.75.O.3.16S_000000000.J58CV,107-75-O-3-16S,107,eye,16S,2018-2019,75-O-3,75,75,3,Innovator,D,2019_D_75,D_75,TOLLEBEEK,Witlof,Chicory,Clay
S179.75.O.4.16S_000000000.J52V7,179-75-O-4-16S,179,eye,16S,2018-2019,75-O-4,75,75,4,Innovator,D,2019_D_75,D_75,TOLLEBEEK,Witlof,Chicory,Clay
S186.75.O.1.16S_000000000.J52V7,186-75-O-1-16S,186,eye,16S,2018-2019,75-O-1,75,75,1,Innovator,D,2019_D_75,D_75,TOLLEBEEK,Witlof,Chicory,Clay
HeelEye2019.76.12.E.16S_000000000.JLHG5,HeelEye2019-76-12-E-16S,331,Eye,16S,2019-2020,76-12-E,76,76,12,Innovator,D,2020_D_76,D_76,PINGJUM,Grasland,Grass,Clay
HeelEye2019.76.34.E.16S_000000000.JKP74,HeelEye2019-76-34-E-16S,282,Eye,16S,2019-2020,76-34-E,76,76,34,Innovator,D,2020_D_76,D_76,PINGJUM,Grasland,Grass,Clay
S102.76.O.4.16S_000000000.J58CV,102-76-O-4-16S,102,eye,16S,2018-2019,76-O-4,76,76,4,Innovator,D,2019_D_76,D_76,WIJNALDUM,Tarwe,Wheat,Clay
S104.76.O.3.16S_000000000.J58CV,104-76-O-3-16S,104,eye,16S,2018-2019,76-O-3,76,76,3,Innovator,D,2019_D_76,D_76,WIJNALDUM,Tarwe,Wheat,Clay
S106.76.O.2.16S_000000000.J58CV,106-76-O-2-16S,106,eye,16S,2018-2019,76-O-2,76,76,2,Innovator,D,2019_D_76,D_76,WIJNALDUM,Tarwe,Wheat,Clay
S35.76.O.1.16S_000000000.J59B3,35-76-O-1-16S,35,eye,16S,2018-2019,76-O-1,76,76,1,Innovator,D,2019_D_76,D_76,WIJNALDUM,Tarwe,Wheat,Clay
HeelEye2019.77.12.E.16S_000000000.JKP74,HeelEye2019-77-12-E-16S,247,Eye,16S,2019-2020,77-12-E,77,77,12,Innovator,D,2020_D_77,D_77,PIETERSBIERUM,NA,Unknown,Clay
HeelEye2019.77.34.E.16S_000000000.JKP74,HeelEye2019-77-34-E-16S,268,Eye,16S,2019-2020,77-34-E,77,77,34,Innovator,D,2020_D_77,D_77,PIETERSBIERUM,NA,Unknown,Clay
S177.77.O.3.16S_000000000.J52V7,177-77-O-3-16S,177,eye,16S,2018-2019,77-O-3,77,77,3,Innovator,D,2019_D_77,D_77,Pietersbierum,Suikerbieten,Sugar beet,Clay
S2.77.O.2.16S_000000000.J59B3,2-77-O-2-16S,2,eye,16S,2018-2019,77-O-2,77,77,2,Innovator,D,2019_D_77,D_77,Pietersbierum,Suikerbieten,Sugar beet,Clay
S71.77.O.4.16S_000000000.J53BN,71-77-O-4-16S,71,eye,16S,2018-2019,77-O-4,77,77,4,Innovator,D,2019_D_77,D_77,Pietersbierum,Suikerbieten,Sugar beet,Clay
S8.77.O.1.16S_000000000.J59B3,8-77-O-1-16S,8,eye,16S,2018-2019,77-O-1,77,77,1,Innovator,D,2019_D_77,D_77,Pietersbierum,Suikerbieten,Sugar beet,Clay
HeelEye2019.78.12.E.16S_000000000.JMLN7,HeelEye2019-78-12-E-16S,556,Eye,16S,2019-2020,78-12-E,78,78,12,Innovator,D,2020_D_78,D_78,RUTTEN,Graszaad,Grass,Clay
HeelEye2019.78.34.E.16S_000000000.JFHYF,HeelEye2019-78-34-E-16S,26,Eye,16S,2019-2020,78-34-E,78,78,34,Innovator,D,2020_D_78,D_78,RUTTEN,Graszaad,Grass,Clay
HeelEye2019.79.12.E.16S_000000000.JMLM7,HeelEye2019-79-12-E-16S,368,Eye,16S,2019-2020,79-12-E,79,79,12,Innovator,D,2020_D_79,D_79,CREIL,NA,Unknown,Clay
HeelEye2019.79.34.E.16S_000000000.JLBCC,HeelEye2019-79-34-E-16S,581,Eye,16S,2019-2020,79-34-E,79,79,34,Innovator,D,2020_D_79,D_79,CREIL,NA,Unknown,Clay
S126.76.O.3.16S_000000000.J58CV,126-76-O-3-16S,126,eye,16S,2018-2019,79-O-4,79,79,4,Innovator,D,2019_D_79,D_79,MARKNESSE,Wintertarwe,Wheat,Clay
S132.76.O.4.16S_000000000.J58CV,132-76-O-4-16S,132,eye,16S,2018-2019,79-O-3,79,79,3,Innovator,D,2019_D_79,D_79,MARKNESSE,Wintertarwe,Wheat,Clay
S151.76.O.2.16S_000000000.J52V7,151-76-O-2-16S,151,eye,16S,2018-2019,79-O-2,79,79,2,Innovator,D,2019_D_79,D_79,MARKNESSE,Wintertarwe,Wheat,Clay
S80.76.O.1.16S_000000000.J53BN,80-76-O-1-16S,80,eye,16S,2018-2019,79-O-1,79,79,1,Innovator,D,2019_D_79,D_79,MARKNESSE,Wintertarwe,Wheat,Clay
HeelEye2019.80.12.E.16S_000000000.JLBMN,HeelEye2019-80-12-E-16S,424,Eye,16S,2019-2020,80-12-E,80,80,12,Innovator,D,2020_D_80,D_80,EMMELOORD,NA,Unknown,Clay
HeelEye2019.80.34.E.16S_000000000.JLB35,HeelEye2019-80-34-E-16S,508,Eye,16S,2019-2020,80-34-E,80,80,34,Innovator,D,2020_D_80,D_80,EMMELOORD,NA,Unknown,Clay
S110.80.O.1.16S_000000000.J58CV,110-80-O-1-16S,110,eye,16S,2018-2019,80-O-1,80,80,1,Innovator,D,2019_D_80,D_80,LUTTELGEEST,NA,Unknown,Clay
S16.80.O.4.16S_000000000.J59B3,16-80-O-4-16S,16,eye,16S,2018-2019,80-O-4,80,80,4,Innovator,D,2019_D_80,D_80,LUTTELGEEST,NA,Unknown,Clay
S49.80.O.2.16S_000000000.J53BN,49-80-O-2-16S,49,eye,16S,2018-2019,80-O-2,80,80,2,Innovator,D,2019_D_80,D_80,LUTTELGEEST,NA,Unknown,Clay
S88.80.O.3.16S_000000000.J53BN,88-80-O-3-16S,88,eye,16S,2018-2019,80-O-3,80,80,3,Innovator,D,2019_D_80,D_80,LUTTELGEEST,NA,Unknown,Clay
HeelEye2019.81.12.E.16S_000000000.JMLM7,HeelEye2019-81-12-E-16S,362,Eye,16S,2019-2020,81-12-E,81,81,12,Innovator,D,2020_D_81,D_81,EMMELOORD,Uien,Onion,Clay
HeelEye2019.81.34.E.16S_000000000.JFHYF,HeelEye2019-81-34-E-16S,11,Eye,16S,2019-2020,81-34-E,81,81,34,Innovator,D,2020_D_81,D_81,EMMELOORD,Uien,Onion,Clay
HeelEye2019.82.12.E.16S_000000000.JFHYF,HeelEye2019-82-12-E-16S,13,Eye,16S,2019-2020,82-12-E,82,82,12,Innovator,D,2020_D_82,D_82,RUTTEN,Uien,Onion,Clay
HeelEye2019.82.34.E.16S_000000000.JLHG5,HeelEye2019-82-34-E-16S,314,Eye,16S,2019-2020,82-34-E,82,82,34,Innovator,D,2020_D_82,D_82,RUTTEN,Uien,Onion,Clay
HeelEye2019.83.12.E.16S_000000000.JKP3P,HeelEye2019-83-12-E-16S,136,Eye,16S,2019-2020,83-12-E,83,83,12,Innovator,D,2020_D_83,D_83,ESPEL,Lely,Lily,Clay
HeelEye2019.83.34.E.16S_000000000.JFHYF,HeelEye2019-83-34-E-16S,43,Eye,16S,2019-2020,83-34-E,83,83,34,Innovator,D,2020_D_83,D_83,ESPEL,Lely,Lily,Clay
HeelEye2019.84.12.E.16S_000000000.JMLM7,HeelEye2019-84-12-E-16S,382,Eye,16S,2019-2020,84-12-E,84,84,12,Innovator,D,2020_D_84,D_84,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
HeelEye2019.84.4.E.16S_000000000.JMLN7,HeelEye2019-84-4-E-16S,552,Eye,16S,2019-2020,84-4-E,84,84,4,Innovator,D,2020_D_84,D_84,SWIFTERBANT,Suikerbieten,Sugar beet,Clay
HeelEye2019.85.12.E.16S_000000000.JMLN7,HeelEye2019-85-12-E-16S,566,Eye,16S,2019-2020,85-12-E,85,85,12,Innovator,D,2020_D_85,D_85,NAGELE,Tulpen,Tulip,Clay
HeelEye2019.85.34.E.16S_000000000.JLBMN,HeelEye2019-85-34-E-16S,422,Eye,16S,2019-2020,85-34-E,85,85,34,Innovator,D,2020_D_85,D_85,NAGELE,Tulpen,Tulip,Clay
X28.86.2.O.16S_000000000.J99GR,28_86_2_O_16S,W28,eye,16S,2018-2019,86-O-2,86,86,2,Innovator,D,2019_D_86,D_86,WESTHOEK,Graszaad tweejarig,Grass,Clay
HeelEye2019.86.12.E.16S_000000000.JKRF4,HeelEye2019-86-12-E-16S,159,Eye,16S,2019-2020,86-12-E,86,86,12,Innovator,D,2020_D_86,D_86,NAGELE,NA,Unknown,Clay
HeelEye2019.86.34.E.16S_000000000.JKP3P,HeelEye2019-86-34-E-16S,118,Eye,16S,2019-2020,86-34-E,86,86,34,Innovator,D,2020_D_86,D_86,NAGELE,NA,Unknown,Clay
S139.86.O.1.16S_000000000.J58CV,139-86-O-1-16S,139,eye,16S,2018-2019,86-O-1,86,86,1,Innovator,D,2019_D_86,D_86,WESTHOEK,Graszaad tweejarig,Grass,Clay
S20.86.O.3.16S_000000000.J59B3,20-86-O-3-16S,20,eye,16S,2018-2019,86-O-3,86,86,3,Innovator,D,2019_D_86,D_86,WESTHOEK,Graszaad tweejarig,Grass,Clay
S93.86.O.4.16S_000000000.J53BN,93-86-O-4-16S,93,eye,16S,2018-2019,86-O-4,86,86,4,Innovator,D,2019_D_86,D_86,WESTHOEK,Graszaad tweejarig,Grass,Clay
HeelEye2019.87.12.E.16S_000000000.JMLM7,HeelEye2019-87-12-E-16S,343,Eye,16S,2019-2020,87-12-E,87,87,12,Innovator,D,2020_D_87,D_87,LUTTELGEEST,Tulpen,Tulip,Clay
HeelEye2019.87.34.E.16S_000000000.JMMDW,HeelEye2019-87-34-E-16S,475,Eye,16S,2019-2020,87-34-E,87,87,34,Innovator,D,2020_D_87,D_87,LUTTELGEEST,Tulpen,Tulip,Clay
X40.88.4.O.16S_000000000.J99GR,40_88_4_O_16S,W40,eye,16S,2018-2019,88-O-4,88,88,4,Innovator,D,2019_D_88,D_88,LUTTELGEEST,Bieten,Sugar beet,Clay
HeelEye2019.88.12.E.16S_000000000.JK6WL,HeelEye2019-88-12-E-16S,684,Eye,16S,2019-2020,88-12-E,88,88,12,Innovator,D,2020_D_88,D_88,MARKNESSE,Bollen,Tulip,Clay
HeelEye2019.88.34.E.16S_000000000.JFHYF,HeelEye2019-88-34-E-16S,18,Eye,16S,2019-2020,88-34-E,88,88,34,Innovator,D,2020_D_88,D_88,MARKNESSE,Bollen,Tulip,Clay
S152.88.O.3.16S_000000000.J52V7,152-88-O-3-16S,152,eye,16S,2018-2019,88-O-3,88,88,3,Innovator,D,2019_D_88,D_88,LUTTELGEEST,Bieten,Sugar beet,Clay
S190.88.O.1.16S_000000000.J52V7,190-88-O-1-16S,190,eye,16S,2018-2019,88-O-1,88,88,1,Innovator,D,2019_D_88,D_88,LUTTELGEEST,Bieten,Sugar beet,Clay
S67.88.O.2.16S_000000000.J53BN,67-88-O-2-16S,67,eye,16S,2018-2019,88-O-2,88,88,2,Innovator,D,2019_D_88,D_88,LUTTELGEEST,Bieten,Sugar beet,Clay
HeelEye2019.89.12.E.16S_000000000.JKRF4,HeelEye2019-89-12-E-16S,190,Eye,16S,2019-2020,89-12-E,89,89,12,Innovator,D,2020_D_89,D_89,ANNA PAULOWNA,NA,Unknown,Clay
HeelEye2019.89.34.E.16S_000000000.JKP3P,HeelEye2019-89-34-E-16S,142,Eye,16S,2019-2020,89-34-E,89,89,34,Innovator,D,2020_D_89,D_89,ANNA PAULOWNA,NA,Unknown,Clay
